arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3
LR,0,0.001,1,none,0.9689895833,1,1,0,0,-0.8086977005,1.540255427,-3.13690424,0.381249994,77.52398947,0,0,0.7446189523,1.456877232,-0.03955950961,0.7344999909,51.3248107,3.634502888,2.077768803,3.592540503
LR,0,0.001,2,none,0.9426541667,1,1,0,0,-3.223580122,2.238356829,-6.169278145,0.1682499945,76.73689348,0,0,0.5282332897,1.530370712,-2.531229734,0.6707500219,57.56018994,5.349125862,2.817571402,6.228272915
LR,0,0.001,3,none,0.9358833333,1,1,0,0,-4.227349281,2.730661154,-8.132838249,0.1389999986,72.48859524,0,0,-0.01600348763,1.89664042,-5.739133835,0.5590000153,58.87452962,7.011899948,3.37432766,8.341480255
LR,0,0.001,4,none,0.9068625,1,1,0,0,-4.941906929,3.056385756,-8.367923737,0.1299999952,72.46127565,0,0,-1.50386548,2.298208475,-6.725650311,0.2972499728,62.52173625,8.487671852,3.809154272,9.859719276
LR,0,0.001,5,none,0.8945166667,1,1,0,0,-5.68206358,3.376633883,-9.018463135,0.1307500005,73.18192124,0,0,-3.764973879,2.875852346,-8.917860985,0.1809999794,59.92798748,10.5247364,4.249078751,10.77816772
LR,0,0.001,6,none,0.8724270833,1,1,0,0,-6.625909328,3.671060085,-12.07705212,0.1180000082,67.85648282,0,0,-6.696974754,3.530473471,-11.56438923,0.1225000024,55.85397185,12.69979954,4.58744812,11.38672066
LR,0,0.001,7,none,0.8708333333,1,1,0,0,-7.68085289,4.086858273,-12.29087448,0.1157500073,66.45037164,0,0,-8.126216888,4.416918755,-12.43821526,0.1225000024,56.77466139,14.93850136,5.121946335,12.08334064
LR,0,0.001,8,none,0.84885625,1,1,0,0,-8.002960205,4.246507645,-14.04977703,0.1135000065,65.89748175,0,0,-9.422102928,4.673190594,-15.42438507,0.1157500073,49.30377418,17.2192688,5.344298363,12.38633919
LR,0,0.001,9,none,0.8346270833,1,1,0,0,-8.166296005,4.270944595,-14.92312145,0.1127500162,65.3914977,0,0,-9.233550072,4.603618622,-14.98706245,0.1150000095,51.24018996,18.52275085,5.348090172,12.27144241
LR,0,0.001,10,none,0.81586875,1,1,0,0,-8.707433701,4.441231728,-14.33835316,0.1120000109,65.7508503,0,0,-9.499102592,4.573207855,-16.10603714,0.1142500192,50.71552818,20.16713905,5.298750401,12.24881077
LR,0,0.001,11,none,0.8294395833,1,1,0,0,-8.087181091,4.440585136,-17.28728676,0.1135000065,67.14736218,0,0,-10.41476536,5.012741566,-16.9667244,0.1135000065,49.42365943,22.07242775,5.441378593,12.34616661
LR,0,0.001,12,none,0.8208,1,1,0,0,-8.806097031,4.581134319,-15.17739582,0.1127500162,66.7227328,0,0,-10.56360149,5.000666142,-17.93223572,0.1120000184,49.78292025,23.2841301,5.484952927,12.25095081
LR,0,0.001,13,none,0.8165958333,1,1,0,0,-8.944942474,4.576014042,-15.17751503,0.1112500131,65.59418896,0,0,-10.98766136,5.1990242,-16.89704132,0.1097500101,46.29154458,25.01825905,5.559097767,12.33510113
LR,0,0.001,14,none,0.8085666667,1,1,0,0,-8.732850075,4.757979393,-16.07206345,0.1105000153,67.43437561,0,0,-10.92968941,4.932556629,-15.9429884,0.109750025,48.46092864,26.43442726,5.520582676,12.40591621
LR,0,0.001,15,none,0.8289145833,1,1,0,0,-9.111159325,4.880795479,-14.95694828,0.1120000109,68.28058208,0,0,-11.64852905,5.379668713,-17.50620842,0.1097500101,45.32100385,27.1565361,5.548563957,12.22028923
LR,0,0.001,16,none,0.81354375,0.8883333206,0.8883333206,0,0,-9.139674187,4.98718071,-15.9752636,0.1105000153,67.59283189,0,0,-12.57461071,5.444268227,-20.5398159,0.1075000241,42.5040149,28.67094231,5.667645454,12.12455845
LR,0,0.001,17,none,0.8091979167,1,1,0,0,-9.468710899,4.950570107,-14.44676399,0.1127500162,68.82677244,0,0,-11.78624344,5.543708801,-18.10456657,0.1097500101,45.02545596,30.12921143,5.717916012,12.05591393
LR,0,0.001,18,none,0.828425,1,1,0,0,-9.88116169,5.157182217,-15.14721966,0.1097500101,67.17251997,0,0,-13.02927876,5.761497021,-20.87874985,0.1060000136,41.40073882,31.13070679,5.684143543,11.96520519
LR,0,0.001,19,none,0.83096875,1,1,0,0,-9.670474052,5.240193367,-16.3206234,0.1150000095,69.29374591,0,0,-11.80408573,5.576866627,-19.19619179,0.1090000123,47.68390697,32.36558151,5.614602566,11.91971779
LR,0,0.001,20,none,0.8302104167,1,1,0,0,-10.07527924,5.407374382,-17.20871544,0.1105000153,67.95536394,0,0,-13.15207767,5.738686085,-21.52408028,0.1067500189,43.8120656,33.30643463,5.706077099,11.78183651
LR,0,0.001,21,none,0.8264895833,1,1,0,0,-10.10091019,5.424901485,-16.26889038,0.1112500131,68.60609526,0,0,-12.30027676,5.724193573,-20.46381569,0.1090000123,45.93025129,34.33888626,5.581988335,11.44118023
LR,0,0.001,22,none,0.8230395833,1,1,0,0,-10.38160133,5.506265163,-17.78568649,0.111250028,70.00348976,0,0,-12.34053612,5.838418961,-20.49930954,0.1090000123,47.80332276,35.04009628,5.586662769,11.43932724
LR,0,0.001,23,none,0.8146166667,1,1,0,0,-10.6952734,5.620904922,-16.98735046,0.1105000079,67.83132616,0,0,-12.54708195,5.672394276,-19.29395103,0.1075000092,46.78511776,36.25353241,5.632142544,11.52402115
LR,0,0.001,24,none,0.8181875,1,1,0,0,-10.17126179,5.645544052,-15.72905254,0.1157500073,70.72081703,0,0,-11.75136757,5.558520317,-19.92072868,0.1112500131,52.49272132,37.07433319,5.627542019,11.38895607
LR,0,0.001,25,none,0.8239270833,1,1,0,0,-10.42519474,5.732295036,-17.63488388,0.1127500162,69.81593621,0,0,-13.07165337,5.769371986,-20.24661255,0.1075000092,46.29187977,38.2628479,5.691267014,11.12779999
LR,0,0.001,26,none,0.8099791667,1,1,0,0,-10.91305733,5.853662968,-16.58522797,0.1127500162,69.95472589,0,0,-12.89961243,5.957716942,-18.99385834,0.1112500131,50.47722146,39.03777313,5.535127163,11.06912804
LR,0,0.001,27,none,0.8151583333,1,1,0,0,-11.52096081,5.920077324,-19.60565186,0.1105000079,68.13990237,0,0,-13.76457977,6.110925674,-22.47253418,0.1075000092,47.08630019,39.95072937,5.601603508,11.17808819
LR,0,0.001,28,none,0.8258666667,1,1,0,0,-10.7666769,5.868326187,-19.26561546,0.1135000065,70.43093217,0,0,-12.10083771,5.96947813,-19.23559189,0.1127500162,51.7429802,40.65457916,5.582453251,11.1216011
LR,0,0.001,29,none,0.8125916667,1,1,0,0,-10.99772644,6.017524242,-18.00742912,0.1150000095,69.75600449,0,0,-12.98837948,6.13160944,-21.2784977,0.1082500219,48.41054714,41.58662033,5.573578358,10.93455505
LR,0,0.001,30,none,0.8155604167,1,1,0,0,-10.57212925,6.096970081,-20.43016815,0.1180000082,72.51304004,0,0,-12.22947311,6.270042419,-23.48036194,0.1135000214,55.9151028,42.79356003,5.621320248,11.07176018
LR,0,0.001,31,none,0.8192,0.8675000072,0.8675000072,0,0,-11.66717529,6.323435783,-17.45823288,0.1142500043,70.38196539,0,0,-13.74759769,6.603682995,-22.42040443,0.1090000123,49.09246855,43.77882004,5.648440361,10.90132523
LR,0,0.001,32,none,0.8000791667,1,1,0,0,-11.3335371,6.326059818,-20.61907959,0.1142500043,69.46574663,0,0,-12.94099331,6.236653805,-20.30761909,0.1105000079,50.01386812,44.30177689,5.648185253,10.80585957
LR,0,0.001,33,none,0.79333125,1,1,0,0,-11.74196625,6.432236671,-22.12419891,0.1105000153,68.74854007,0,0,-12.23116493,6.026593685,-22.78287125,0.108250007,48.09222726,45.25318146,5.611733437,11.02448559
LR,0,0.001,34,none,0.7980916667,1,1,0,0,-11.74344444,6.347627163,-19.40709305,0.1135000065,69.00487427,0,0,-12.61539459,6.052287579,-21.06393623,0.1082500219,50.22710135,46.58265686,5.630344868,10.71040154
LR,0,0.001,35,none,0.8006208333,1,1,0,0,-11.53201294,6.386103153,-19.48137665,0.1127500162,71.08554852,0,0,-13.31561756,6.473750114,-21.44836998,0.1120000109,52.78066889,47.4324379,5.58577013,10.53291416
LR,0,0.001,36,none,0.8355020833,1,1,0,0,-11.96866417,6.446462631,-20.46867752,0.1150000244,70.48326802,0,0,-13.98876667,6.695088387,-21.87410736,0.1082500219,49.67811844,48.09059906,5.617739677,10.47749615
LR,0,0.001,37,none,0.81520625,1,1,0,0,-11.88591099,6.574738026,-21.34089851,0.1127500162,69.76375198,0,0,-14.41883945,6.648911476,-22.36555099,0.1075000092,48.51927229,48.51155853,5.713820934,10.73076057
LR,0,0.001,38,none,0.8107,1,1,0,0,-12.38939476,6.635332584,-22.89678574,0.1112500131,68.93199175,0,0,-14.95989895,6.89223671,-22.81869316,0.1067500189,45.23431258,49.65113068,5.638409615,10.61978054
LR,0,0.001,39,none,0.7956895833,1,1,0,0,-12.68782997,6.728622913,-19.51133728,0.1112500131,69.95432157,0,0,-15.32092476,7.018075466,-23.8320179,0.1060000136,46.37259743,50.16963577,5.644876003,10.33855724
LR,0,0.001,40,none,0.80455625,1,1,0,0,-12.36096096,6.84130621,-19.32965088,0.1112500131,70.12711492,0,0,-13.17041111,6.57219553,-22.19406509,0.1105000079,52.67332975,51.26906967,5.719925404,10.41737747
LR,0,0.001,41,none,0.79205625,1,1,0,0,-12.28646278,6.851234436,-21.88732147,0.1135000214,70.72040035,0,0,-13.58098316,6.620554447,-20.86025238,0.1082500219,50.59971507,52.06477356,5.673787594,10.47313309
LR,0,0.001,42,none,0.8191416667,1,1,0,0,-12.13640213,7.065328598,-22.86089516,0.1172500104,72.53160484,0,0,-14.46845341,7.125292301,-23.54556656,0.1105000153,54.32984823,52.67953491,5.586720467,10.32836437
LR,0,0.001,43,none,0.7910854167,1,1,0,0,-13.11063099,7.088114738,-21.04204941,0.1105000153,68.99155814,0,0,-14.85272312,6.745409966,-22.46267509,0.1075000018,48.4363546,53.69958496,5.577036381,10.29495621
