arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,gate_zero_frac_l1,sink_ratio_l1,p_pos_l1,fold_mean_l1,onesided_frac_l1,skew_l1,bias_over_sd_l1,bias_share_l1,abs_zbar_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,gate_zero_frac_l2,sink_ratio_l2,p_pos_l2,fold_mean_l2,onesided_frac_l2,skew_l2,bias_over_sd_l2,bias_share_l2,abs_zbar_l2,r_a1,w_norm_l1,w_norm_l2,w_norm_l3,m_l1,m_l2
CH,raw,0,0,0.001,49,none,0.9883895833,1,1,0,0,-2.70539546,19.67923546,-8.610942841,0.4558333457,72.49988266,0.5638499856,-0.1153040379,0.4558333457,0.4234000444,0,-0.05394259095,0.1628742814,-2.485422391e+12,8.610942841,0,0,-7.050373077,34.2399559,-10.82149792,0.4216666818,54.03588716,0.5681499839,-0.2102144212,0.4216666818,0.420566678,0,-0.266674757,0.1961475611,-6.638722875e+12,10.82149792,0.002627345035,26.66132355,3.636408567,1.563785791,8.514987946,16.98484993
CH,raw,0,0,0.001,50,none,0.9872979167,1,1,0,0,-2.796312571,20.30359268,-8.744873047,0.4566666782,73.35586964,0.5635250211,-0.1203850135,0.4566666782,0.4221916795,0,-0.08581224829,0.1606211811,-2.558803313e+12,8.744873047,0,0,-7.223642826,34.25225449,-10.9587841,0.4183333516,51.47926606,0.5715333223,-0.2116602212,0.4183333516,0.4169666469,0,-0.1929317862,0.200204432,-6.774364045e+12,10.9587841,0.003242466599,26.90950966,3.644419432,1.592600226,8.429494858,17.70775032
CH,raw,1,1,0.001,1,none,0.9837770833,1,1,0,0,-0.07491645962,6.628442287,-0.3479254246,0.4950000048,71.2967894,0.5056666732,-0.009308481589,0.4950000048,0.4814167023,0,-0.029914869,0.01857440732,-6.190770995e+10,0.3479254246,0,0,0.140864104,7.664698124,-0.1390307844,0.5458333492,73.11018068,0.4595833421,0.01792664826,0.5458333492,0.4552333653,0,-0.5468056202,0.01910816133,0.8992424011,0.4551958442,0.003937087487,4.707607746,1.457404017,2.019159794,2.696252346,3.187490225
CH,raw,1,1,0.001,2,none,0.9659520833,1,1,0,0,0.1168753579,19.40535355,-0.4188427925,0.5041666627,49.38457806,0.4974333346,0.00578320073,0.5041666627,0.4829166234,0,-0.1077603549,0.01074068062,0.9999960065,0.6798348427,0,0,-0.225305289,28.08346367,-0.6183282137,0.540833354,67.39812251,0.4613583386,-0.007242314517,0.540833354,0.4566750228,0,-0.6875843406,0.007103110664,-1.619626066e+11,0.6183282137,0.002877343213,9.95748806,1.784703493,1.337451577,10.76325703,11.61319542
CH,raw,1,1,0.001,3,none,0.9734208333,1,1,0,0,0.1763221323,23.82284737,-0.5549808145,0.5016666651,45.47395727,0.4976249933,0.006024947856,0.5016666651,0.48042503,0,-0.0509872064,0.01253626496,0.9999976158,1.010579705,0,0,-0.2597138584,34.95542526,-0.6995984316,0.5400000215,70.27345499,0.4598999918,-0.007328940555,0.5400000215,0.4563166797,0,-0.6909532547,0.009187297896,-3.111769539e+11,0.6995984316,0.002503080992,11.8442297,1.984973311,1.202670693,14.17570972,14.54441166
CH,raw,1,1,0.001,4,none,0.97815,1,1,0,0,0.1412443817,20.51666641,-0.7196145058,0.5041666627,48.46414568,0.4968916774,0.00596533576,0.5041666627,0.4811750054,0,-0.1039502621,0.01592933573,0.9999987483,1.187129498,0,0,-0.5110262632,34.6089325,-0.9337627292,0.5383333564,74.71459666,0.4617833495,-0.01394079905,0.5383333564,0.4591499865,0,-0.5872064829,0.01290253922,-4.367005778e+11,0.9337627292,0.004044744652,13.12076187,2.215758324,1.118558049,13.97021675,14.74559784
CH,raw,1,1,0.001,5,none,0.9773020833,1,1,0,0,0.1816885918,21.89241219,-0.9282032251,0.5041666627,46.80560197,0.4970500171,0.004957635421,0.5041666627,0.4803500175,0,-0.1012807563,0.01700661518,0.9999966621,1.391531348,0,0,-0.4299935997,39.15126801,-1.225871444,0.5350000262,72.45455526,0.4589333236,-0.01025599148,0.5350000262,0.4566000402,0,-0.5654518008,0.01395219006,-5.416671642e+11,1.225871444,0.003380230395,14.40323925,2.416077852,1.149003863,15.33077621,17.4324894
CH,raw,1,1,0.001,6,none,0.9791895833,1,1,0,0,0.1801946014,23.11505127,-1.116225004,0.4941666722,45.33200196,0.5005833507,0.005972158629,0.4941666722,0.4794666469,0,-0.02811218053,0.01911447011,0.9999979138,1.531820059,0,0,-0.7495610714,42.34796143,-1.531823277,0.5350000262,74.49884392,0.4607250094,-0.01567104459,0.5350000262,0.457341671,0,-0.5795826912,0.01558469143,-6.57540055e+11,1.531823277,0.002212924417,15.47354221,2.528568983,1.091385245,16.63378906,19.07997131
CH,raw,1,1,0.001,7,none,0.9790520833,1,1,0,0,0.2979893982,24.14940262,-0.939573884,0.4983333349,45.65170293,0.4999583364,0.00650763046,0.4983333349,0.4797249734,0,-0.03808690235,0.0207377784,0.9999989867,1.958361506,0,0,-0.7894378901,42.71351624,-1.651909709,0.5325000286,77.64663728,0.4655250013,-0.01809488051,0.5325000286,0.4607250094,0,-0.5282480717,0.0181897413,-7.7393553e+11,1.651909709,0.002134781098,16.4932766,2.685121059,1.021854877,16.78952789,18.27992439
CH,raw,1,1,0.001,8,none,0.9808020833,1,1,0,0,0.2670501471,23.78296471,-1.01005733,0.4925000072,45.22819752,0.5016083121,0.007177398074,0.4925000072,0.4805750251,0,0.001504898071,0.02345323004,1.000000715,2.157364845,0,0,-0.9488051534,45.66978836,-1.829615474,0.5283333659,79.14114576,0.4676750004,-0.02084203251,0.5283333659,0.4634416997,0,-0.5203588009,0.01969724521,-8.995689595e+11,1.829615474,0.002827338409,17.24822235,2.816336155,1.020778298,17.45494652,18.4140358
CH,raw,1,1,0.001,9,none,0.9806104167,1,1,0,0,0.271176368,21.74924278,-1.189949632,0.4950000048,46.07251985,0.5017416477,0.007780912798,0.4950000048,0.4793583155,0,-0.01777885482,0.02804850787,1,2.447534561,0,0,-1.042499185,41.40844727,-1.938844442,0.5133333206,82.13152836,0.4807166755,-0.02551821433,0.5133333206,0.4728333056,0,-0.3729912341,0.02484755404,-1.028898619e+12,1.938844442,0.001615306828,18.14703369,2.983718157,0.9709385633,17.05918694,16.87056541
CH,raw,1,1,0.001,10,none,0.9812854167,1,1,0,0,0.27928105,21.02190781,-1.362844348,0.4950000048,47.52004163,0.5008833408,0.008262339979,0.4950000048,0.478799969,0,0.01464241091,0.02961762995,1.000000358,2.707742214,0,0,-1.093625784,41.08731461,-2.291272163,0.5074999928,83.56365705,0.4892333448,-0.02553245053,0.5074999928,0.4775833488,0,-0.2984716296,0.02809105814,-1.154186084e+12,2.291272163,0.003002760233,18.69008255,3.103875637,0.9528638124,16.5838089,16.74786568
CH,raw,1,1,0.001,11,none,0.9833729167,1,1,0,0,0.2120395899,20.6638546,-1.693237066,0.4933333397,48.52425399,0.501691699,0.008500418626,0.4933333397,0.4791750312,0,0.0002069123584,0.03133508563,1.000000119,2.946685314,0,0,-1.281482935,42.08703995,-2.592135906,0.5049999952,83.3826864,0.4894916713,-0.03103454039,0.5049999952,0.4765416682,0,-0.3177672029,0.03024020419,-1.272720654e+12,2.592135906,0.003010626882,19.09077072,3.183877468,0.9553025961,15.76906013,17.23865509
CH,raw,1,1,0.001,12,none,0.982825,1,1,0,0,0.2114986926,20.82360458,-1.765387177,0.4983333349,50.06030753,0.5008333325,0.007956988178,0.4983333349,0.4789333642,0,-0.07621082664,0.03156360984,0.999999702,3.148078203,0,0,-1.440978169,41.67975235,-2.768307686,0.5016666651,84.52456205,0.4941416681,-0.03316630423,0.5016666651,0.4789750278,0,-0.2558888793,0.03340979293,-1.392511812e+12,2.768307686,0.003463182598,19.87384224,3.321198225,0.9412977099,15.43027687,17.05046654
CH,raw,1,1,0.001,13,none,0.98390625,1,1,0,0,0.1000304446,21.07567787,-2.139469147,0.4941666722,51.30224197,0.5033249855,0.005271008704,0.4941666722,0.479275018,0,-0.05025725067,0.03259761631,1.000002742,3.192379236,0,0,-1.536646724,43.00172424,-3.264391422,0.5008333325,85.19596939,0.4978833497,-0.0361020565,0.5008333325,0.474483341,0,-0.2120707333,0.03542629257,-1.523391791e+12,3.264391422,0.002609625692,20.14237785,3.38617754,0.9315210581,15.0170126,17.03117752
CH,raw,1,1,0.001,14,none,0.9839354167,1,1,0,0,0.1268550158,21.60872078,-2.163226843,0.4925000072,52.14268827,0.5052000284,0.005844777916,0.4925000072,0.4777999818,0,-0.03035992943,0.03460995853,1.000001431,3.581659317,0,0,-1.751306772,42.84876633,-3.225916147,0.4983333349,84.48995258,0.4967166781,-0.03882195801,0.4983333349,0.478133291,0,-0.2266775519,0.03845101222,-1.647578317e+12,3.225916147,0.005199913867,20.4937191,3.444312334,0.957241118,14.76098633,17.55789185
CH,raw,1,1,0.001,15,none,0.9846666667,1,1,0,0,-0.03934077173,20.58814049,-2.263861656,0.4900000095,53.61208316,0.5079833269,-0.002202410717,0.4900000095,0.4763500094,0,-0.02825483307,0.03852346539,0.9999984503,3.997247934,0,0,-1.760268569,42.05435944,-3.219784737,0.4958333373,84.70589338,0.5002999902,-0.04179029912,0.4958333373,0.4740999937,0,-0.2649528682,0.04166593775,-1.752234328e+12,3.219784737,0.001435902552,20.84833527,3.528411627,0.9777777791,13.82752419,17.39312935
CH,raw,1,1,0.001,16,none,0.9848416667,1,1,0,0,-0.09444396943,20.72586823,-2.42006135,0.489166677,54.18097113,0.5087583661,-0.004276115447,0.489166677,0.4758083224,0,-0.01741580293,0.04007527605,-1.738449101e+10,4.214898586,0,0,-1.823926687,44.27652359,-3.360816956,0.4991666675,84.37662904,0.5009416938,-0.0407715179,0.4991666675,0.4741916656,0,-0.2571142912,0.04260313883,-1.886318887e+12,3.360816956,0.004652910866,21.35172844,3.570718765,0.9771155715,13.83920383,17.9461422
CH,raw,1,1,0.001,17,none,0.9847583333,1,1,0,0,-0.1597725153,21.01407814,-2.5881567,0.4875000119,55.67846304,0.5107083321,-0.007020519115,0.4875000119,0.4753083289,0,0.02685610577,0.0406489186,-8.023883776e+10,4.476841927,0,0,-2.05550909,43.13406754,-3.540522575,0.4950000048,85.05423584,0.5022083521,-0.04778020084,0.4950000048,0.4711583257,0,-0.235917002,0.04703015834,-2.028601868e+12,3.540522575,0.002928489354,21.59323502,3.596274137,0.9972328544,13.17711258,17.71562767
CH,raw,1,1,0.001,18,none,0.984675,1,1,0,0,-0.2273742706,20.86118317,-2.80814743,0.4883333445,58.14137942,0.512558341,-0.008207570761,0.4883333445,0.474325031,0,0.006955084857,0.04210007936,-1.273242665e+11,4.336110115,0,0,-2.201228857,41.30929947,-3.807409048,0.4916666746,84.17699153,0.503583312,-0.05343899131,0.4916666746,0.4714166522,0,-0.1762674302,0.05205570161,-2.150384665e+12,3.807409048,0.002702464582,21.88739967,3.681920528,1.009796739,12.64962959,17.71467018
CH,raw,1,1,0.001,19,none,0.9849041667,1,1,0,0,-0.3167855442,20.58646965,-2.952104568,0.4850000143,60.0552987,0.5141333342,-0.01496219356,0.4850000143,0.4733500183,0,-0.009203644469,0.04515872523,-2.087070106e+11,4.371881485,0,0,-2.277694941,41.83208084,-4.357676506,0.4833333492,85.66146208,0.5109166503,-0.05528084189,0.4833333492,0.469599992,0,-0.1696558744,0.054169029,-2.266003145e+12,4.357676506,0.00356195448,22.23882484,3.723435879,1.003422856,11.89910698,16.78901291
CH,raw,1,1,0.001,20,none,0.9862291667,1,1,0,0,-0.4065690339,20.33436584,-3.184702396,0.4850000143,61.51767898,0.5164833665,-0.01612605527,0.4850000143,0.4723000228,0,-0.006242223084,0.04862314835,-3.040110182e+11,4.572988987,0,0,-2.49951911,41.60717773,-4.476914883,0.4866666794,82.13860123,0.5103999972,-0.06062914431,0.4866666794,0.4669666588,0,-0.1784196198,0.05797565728,-2.412203475e+12,4.476914883,0.001991823316,22.41213989,3.699720144,1.063900232,11.41529751,18.39295197
CH,raw,1,1,0.001,21,none,0.9862375,1,1,0,0,-0.4075450301,19.59115028,-3.360221386,0.4883333445,63.12945775,0.518691659,-0.02029101737,0.4883333445,0.4713749886,0,0.01406990085,0.05294908956,-4.028549693e+11,4.706219196,0,0,-2.654934168,40.83204651,-4.920354843,0.4816666842,77.68273517,0.5097083449,-0.06580685079,0.4816666842,0.4684916437,0,-0.20657143,0.0617559962,-2.519232414e+12,4.920354843,0.003645244287,22.66893005,3.759996176,1.097178817,10.80958462,19.47911644
CH,raw,1,1,0.001,22,none,0.9856229167,1,1,0,0,-0.4187352657,19.99053192,-3.461569071,0.4850000143,64.85003826,0.5218250155,-0.02418590523,0.4850000143,0.4688417017,0,0.02005423047,0.05463634431,-4.789240136e+11,4.91155386,0,0,-2.816330671,41.22475052,-4.932277203,0.478333354,77.73464293,0.5170916915,-0.06663502008,0.478333354,0.4644750059,0,-0.1416950822,0.06395655125,-2.631257555e+12,4.932277203,0.0047595785,22.69617462,3.788027763,1.110288143,10.51660538,19.70885468
CH,raw,1,1,0.001,23,none,0.9864354167,1,1,0,0,-0.5610231161,19.85581779,-3.753311157,0.4850000143,66.6778212,0.5201583505,-0.02823714726,0.4850000143,0.4695249796,0,-0.01115081832,0.05770023167,-5.8602206e+11,5.015084743,0,0,-2.948834658,39.63816452,-5.126759052,0.4775000215,74.22207802,0.513833344,-0.0735943839,0.4775000215,0.4635500312,0,-0.164322257,0.06962365657,-2.746781532e+12,5.126759052,0.00403858209,22.96079826,3.773670673,1.132300377,10.12402248,20.58595085
CH,raw,1,1,0.001,24,none,0.9867958333,1,1,0,0,-0.7107163072,19.66680717,-4.039543629,0.4833333492,66.98776123,0.5231916904,-0.03686984628,0.4833333492,0.4671583474,0,-0.008073412813,0.06090291962,-6.727244186e+11,5.178957462,0,0,-3.065369606,39.53133774,-5.264844894,0.4750000238,70.82605616,0.5181666613,-0.07793872803,0.4750000238,0.4614166915,0,-0.1395542622,0.07333515584,-2.879650529e+12,5.264844894,0.003365956713,23.05615807,3.795318127,1.164089561,9.819993973,21.26761246
CH,raw,1,1,0.001,25,none,0.9863791667,1,1,0,0,-0.7490585446,18.46814156,-4.081587791,0.4791666865,67.28087059,0.5283250213,-0.03776377067,0.4791666865,0.4637750089,0,-0.002858653199,0.06895714253,-7.82701822e+11,5.295573235,0,0,-3.21681881,36.67118835,-5.612980366,0.4725000262,64.75959052,0.5195500255,-0.08571835607,0.4725000262,0.4583166838,0,-0.1576226056,0.08286938816,-3.009043497e+12,5.612980366,0.003337864531,23.18440819,3.752102852,1.201616049,9.558691978,23.09149933
CH,raw,1,1,0.001,26,none,0.9860333333,1,1,0,0,-0.8746071458,19.62972069,-4.353978157,0.4758333564,67.71159399,0.5304166675,-0.04318111017,0.4758333564,0.4613666832,0,0.003042252967,0.06793680787,-8.815060582e+11,5.501421928,0,0,-3.329688072,39.19343185,-5.656502247,0.4683333337,61.9489818,0.5194833279,-0.08623364568,0.4683333337,0.4553999901,0,-0.1756247729,0.08084384352,-3.131617051e+12,5.656502247,0.003541088197,23.38404083,3.77856493,1.193908215,9.496182442,24.70967674
CH,raw,1,1,0.001,27,none,0.9858416667,1,1,0,0,-0.9733023047,19.506567,-4.585437298,0.4733333588,68.00472469,0.5315333605,-0.04530502856,0.4733333588,0.4620166719,0,0.004280301742,0.07223033905,-9.84312447e+11,5.600348473,0,0,-3.494715214,39.38526917,-6.133301735,0.4675000012,59.34418716,0.5210000277,-0.08834840357,0.4675000012,0.4561833441,0,-0.1479326189,0.08390810341,-3.268383867e+12,6.133301735,0.002829754259,23.6958065,3.770081282,1.241513848,9.369878769,26.31589317
CH,raw,1,1,0.001,28,none,0.9864708333,1,1,0,0,-1.03543067,20.28002167,-4.796118259,0.4716666639,70.26380671,0.5337333679,-0.04797853157,0.4716666639,0.4602166712,0,-0.01542492583,0.07299218327,-1.105373561e+12,5.569715977,0,0,-3.581430435,39.30550385,-5.967187881,0.4683333337,59.98464855,0.5217750072,-0.09037071466,0.4683333337,0.4551416636,0,-0.1702464074,0.08672644943,-3.367698956e+12,5.967187881,0.002216326771,23.87278938,3.81704092,1.246131301,9.133927345,25.92552757
CH,raw,1,1,0.001,29,none,0.9869020833,1,1,0,0,-1.067385793,19.7864151,-5.104627132,0.4716666639,71.71791022,0.5356749892,-0.05051712319,0.4716666639,0.4553416669,0,-0.0004924901295,0.07744469494,-1.196470567e+12,5.707803726,0,0,-3.702323437,38.33084869,-6.242478371,0.4658333361,60.07166253,0.5249166489,-0.1013057977,0.4658333361,0.4538999796,0,-0.2116499692,0.09241139889,-3.487697207e+12,6.242478371,0.002969003981,23.80194855,3.794018984,1.260167599,8.739378929,25.21271515
CH,raw,1,1,0.001,30,none,0.9867083333,1,1,0,0,-1.069417477,19.56575775,-5.242952347,0.4699999988,73.74771499,0.5374083519,-0.05457985774,0.4699999988,0.455491662,0,0.0007187589072,0.08075306565,-1.278839095e+12,5.816651344,0,0,-3.825669765,37.77710342,-6.275819778,0.4675000012,65.74917291,0.5236750245,-0.1006932035,0.4675000012,0.4552916586,0,-0.2228053808,0.09677423537,-3.593680454e+12,6.275819778,0.002666589106,24.0184021,3.784974337,1.251699567,8.541516304,22.74035263
CH,raw,1,1,0.001,31,none,0.98679375,1,1,0,0,-1.20228982,19.55143166,-5.499997616,0.4741666913,73.46812011,0.537191689,-0.05871044844,0.4741666913,0.4555916488,0,-0.03607214242,0.08386579901,-1.328205267e+12,6.002736568,0,0,-3.953547955,39.60862732,-6.627657413,0.4716666639,69.58916297,0.5202833414,-0.1019385532,0.4716666639,0.4549500048,0,-0.2585982978,0.09491580725,-3.707238875e+12,6.627657413,0.002974514617,24.07704544,3.842113495,1.203566313,8.772357941,22.00625229
CH,raw,1,1,0.001,32,none,0.9870479167,1,1,0,0,-1.264473557,19.75852776,-5.56129694,0.4708333313,73.69883801,0.5385833383,-0.0639963448,0.4708333313,0.4548166692,0,-0.02498087659,0.08666219562,-1.400008737e+12,6.266441345,0,0,-3.959243774,38.97595978,-7.052007198,0.4675000012,65.96693863,0.5267583132,-0.1061404869,0.4675000012,0.4499250054,0,-0.2493670434,0.1001506448,-3.839876661e+12,7.052007198,0.002799909562,24.45079803,3.830787659,1.249543071,8.74604702,23.21321297
CH,raw,1,1,0.001,33,none,0.9868166667,1,1,0,0,-1.418060184,19.27848625,-5.728493214,0.4691666663,73.79575056,0.5415916443,-0.07477007806,0.4691666663,0.4527083635,0,0.004317414016,0.09337490797,-1.500137914e+12,6.348054409,0,0,-4.202979088,39.00455856,-7.368012905,0.4691666663,64.92196274,0.5241000056,-0.1108153909,0.4691666663,0.4502333403,0,-0.2456820756,0.1035388708,-3.96746136e+12,7.368012905,0.003462909255,24.44161034,3.784142017,1.294163346,8.651432991,23.64151764
CH,raw,1,1,0.001,34,none,0.98649375,1,1,0,0,-1.437837243,20.07305527,-5.743151188,0.4675000012,75.30832748,0.5445916653,-0.07375244051,0.4675000012,0.449241668,0,-0.01230358146,0.09385014325,-1.58162577e+12,6.480059624,0,0,-4.295412064,39.42442322,-7.623624802,0.4708333313,64.56723824,0.526458323,-0.1121421158,0.4708333313,0.4498416781,0,-0.2478789389,0.1052312255,-4.073905979e+12,7.623624802,0.003169602947,24.65817261,3.792486191,1.328225136,8.655181885,24.10559082
CH,raw,1,1,0.001,35,none,0.9875229167,1,1,0,0,-1.474702001,19.9815731,-6.003133774,0.464166671,74.87038562,0.5444916487,-0.07105314732,0.464166671,0.4481916726,0,-0.001115051913,0.09838785231,-1.652883325e+12,6.741583824,0,0,-4.576839447,38.51628494,-7.866363525,0.4600000083,65.14837535,0.5304417014,-0.119558461,0.4600000083,0.4449249804,0,-0.2428246439,0.1114042476,-4.211662389e+12,7.866363525,0.003208399285,24.95641899,3.788117886,1.313667774,8.650195122,23.81292915
CH,raw,1,1,0.001,36,none,0.98690625,1,1,0,0,-1.671191692,19.82472992,-6.348674774,0.4600000083,75.08699863,0.5463833213,-0.07257782668,0.4600000083,0.4458833337,0,0.007866852917,0.1037675515,-1.724626108e+12,6.954837322,0,0,-4.656047821,38.85611343,-8.181907654,0.4666666687,64.68918912,0.5297333598,-0.1246130839,0.4666666687,0.4451666474,0,-0.2776117027,0.1136315838,-4.334887109e+12,8.181907654,0.002917132806,25.04341125,3.804191828,1.295573354,8.560118675,24.04590225
CH,raw,1,1,0.001,37,none,0.9868395833,1,1,0,0,-1.80738163,19.55089951,-6.457444191,0.4566666782,76.91891986,0.5452083349,-0.0879637748,0.4566666782,0.4467083216,0,-0.01466985699,0.1090918481,-1.795223323e+12,7.013138294,0,0,-4.856403828,40.33843994,-8.350714684,0.4633333385,70.2620915,0.5281249881,-0.1225843206,0.4633333385,0.4473583102,0,-0.2819381952,0.1119590849,-4.433339482e+12,8.350714684,0.00341661321,24.93451881,3.869824409,1.298540592,8.46882534,21.62395477
CH,raw,1,1,0.001,38,none,0.9867479167,1,1,0,0,-1.91134119,20.01250839,-6.660346985,0.4583333433,76.62843043,0.5494166613,-0.091589652,0.4583333433,0.4451000094,0,-0.009961192496,0.1121018976,-1.877286322e+12,6.972521305,0,0,-4.84590435,39.86030579,-8.577640533,0.4600000083,68.22369879,0.5283499956,-0.1301753968,0.4600000083,0.4474666417,0,-0.3683677018,0.1167452708,-4.563692159e+12,8.577640533,0.003822450293,25.43366814,3.862328768,1.370433211,8.482201576,22.28454018
CH,raw,1,1,0.001,39,none,0.9869479167,1,1,0,0,-2.074349642,20.12909508,-7.000449181,0.4608333409,76.36353364,0.5502583385,-0.09965845942,0.4608333409,0.444208324,0,0.01638921723,0.1165253446,-1.956221288e+12,7.187300205,0,0,-5.076133728,39.2449913,-8.569413185,0.464166671,72.71748469,0.5298916698,-0.1269298345,0.464166671,0.4450416863,0,-0.2846521437,0.1218094751,-4.68080604e+12,8.569413185,0.003555818461,25.26808929,3.857396364,1.332433224,8.418068886,19.65089989
CH,raw,1,1,0.001,40,none,0.9866833333,1,1,0,0,-2.079214811,20.5523777,-7.228899956,0.4550000131,75.36887209,0.5521333218,-0.1048242673,0.4550000131,0.4411166608,0,-0.00983698573,0.1182066426,-2.017144734e+12,7.228899956,0,0,-5.249189377,39.66792679,-8.803777695,0.4583333433,74.0161935,0.5299166441,-0.1379356533,0.4583333433,0.4452500045,0,-0.3512531817,0.1238437146,-4.802565636e+12,8.803777695,0.002860901179,25.34953499,3.834042788,1.338066459,8.660511017,19.24766159
CH,raw,1,1,0.001,41,none,0.987475,1,1,0,0,-2.276047468,20.900877,-7.361063004,0.4475000203,74.98297004,0.5550583601,-0.1027403399,0.4475000203,0.4389583468,0,0.02766573429,0.1203544661,-2.092066013e+12,7.361063004,0,0,-5.303930283,39.83385468,-9.122327805,0.4633333385,75.5348866,0.534891665,-0.137450099,0.4633333385,0.4460083246,0,-0.3053741157,0.1262394637,-4.918035874e+12,9.122327805,0.005360295996,25.70873833,3.828389645,1.28171289,8.689692497,17.94735146
CH,raw,1,1,0.001,42,none,0.9873270833,1,1,0,0,-2.362088203,20.84839821,-7.555869102,0.4525000155,76.10811268,0.5565666556,-0.1085028052,0.4525000155,0.4355833232,0,-0.04131865129,0.1249272451,-2.164339769e+12,7.555869102,0,0,-5.43376255,39.5313797,-9.116742134,0.4575000107,76.46844373,0.5433833599,-0.1414938122,0.4575000107,0.4439499974,0,-0.2807968557,0.1308500469,-5.057102742e+12,9.116742134,0.003700119909,25.746418,3.852300406,1.3052212,8.46805191,17.19001961
CH,raw,1,1,0.001,43,none,0.9878479167,1,1,0,0,-2.389225721,20.58488274,-7.803529739,0.4450000226,75.90216294,0.5561666489,-0.121363312,0.4450000226,0.4361666739,0,-0.01683692634,0.1306622028,-2.228839776e+12,7.803529739,0,0,-5.689347267,38.98799515,-9.371582031,0.4558333457,75.89088157,0.5410083532,-0.1429601461,0.4558333457,0.4412416816,0,-0.3101383448,0.1358160824,-5.182683349e+12,9.371582031,0.002958518919,25.74222374,3.842773676,1.328805089,8.529639244,17.60655403
CH,raw,1,1,0.001,44,none,0.98771875,1,1,0,0,-2.547934771,19.98491669,-7.924266338,0.4466666877,75.55100975,0.5562750101,-0.1268809438,0.4466666877,0.4367249906,0,-0.001269664848,0.138475433,-2.314798105e+12,7.924266338,0,0,-5.900690079,39.50958252,-9.411072731,0.451666683,76.97487991,0.5427333117,-0.1546315104,0.451666683,0.4403833151,0,-0.312505573,0.1372053027,-5.307576615e+12,9.411072731,0.005863918923,26.04953957,3.838160753,1.315266371,8.504055023,17.33673286
CH,raw,1,1,0.001,45,none,0.9872666667,1,1,0,0,-2.691248655,20.11810493,-8.107802391,0.4408333302,75.8517553,0.560741663,-0.1324928403,0.4408333302,0.4321749806,0,-0.02254853584,0.1411746591,-2.388078625e+12,8.107802391,0,0,-5.997184753,39.71768951,-9.689478874,0.4550000131,76.47758946,0.5415166616,-0.1457524151,0.4550000131,0.4396166503,0,-0.3047277927,0.1399659812,-5.4427281e+12,9.689478874,0.003542796709,26.03279495,3.828931093,1.340153575,8.364431381,17.5527935
