seed,arm,k,s,neffT2,zero2,gtr2,zarm2,dmean2,effbar2
2,RR_u30_r,2,5250,0.003262931651471575,0.9874333333333334,0.0029301577250162763,-47.790712345394816,-30.0,-77.79071234539481
2,RR_u30_r,2,6000,0.004510251568506398,0.98295,0.004174610939621925,-44.88102832424147,-30.0,-74.88102832424147
2,S2dyn_10r,1,0,0.004866599608120283,0.9578166666666666,0.003817993291715781,-0.07443789473612365,-52.13922495954086,-52.21366285427698
2,S2dyn_10r,1,750,0.0012440227554044614,0.9893166666666666,0.0005607279648383458,0.6639599331846655,-65.37080441014966,-64.70684447696499
2,S2dyn_10r,1,1500,0.0025588875305429483,0.9824416666666667,0.001747565441330274,0.9470514418684111,-64.22035086268336,-63.27329942081495
2,S2dyn_10r,1,2250,0.004478007555146015,0.9744083333333333,0.003526525297264258,0.925793193484024,-63.22192127679114,-62.29612808330712
2,S2dyn_10r,1,3000,0.00736656296072128,0.962525,0.006304434018830458,1.2605289188507867,-61.677369795847035,-60.41684087699625
2,S2dyn_10r,1,3750,0.011808340684132026,0.949775,0.01062553462733825,1.5812332221894951,-60.54958050144731,-58.96834727925781
2,S2dyn_10r,1,4500,0.013625693167844484,0.943525,0.01239545035213232,1.5321399192220453,-59.59633905491989,-58.06419913569784
2,S2dyn_10r,1,5250,0.017295806927718278,0.93285,0.015844532896081606,1.502212580990962,-59.010253043394286,-57.50804046240332
2,S2dyn_10r,1,6000,0.018973791900126984,0.9268333333333333,0.017514517972866694,1.292320141493825,-57.98426115441298,-56.69194101291915
2,S2dyn_10r,2,0,0.018973791900126984,0.9268333333333333,0.017514517972866694,1.292320141493825,-57.98426115441298,-56.69194101291915
2,S2dyn_10r,2,750,0.0015587013442499764,0.9907,0.0009758556514978409,-3.6357801775663217,-71.63696824562872,-75.27274842319504
2,S2dyn_10r,2,1500,0.0020876278753686824,0.9867416666666666,0.0014570859685540199,-3.496837846208559,-70.97979685693805,-74.47663470314662
2,S2dyn_10r,2,2250,0.003992880575436981,0.9809166666666667,0.00321950095842282,-3.709871407527793,-69.93911722193286,-73.64898862946066
2,S2dyn_10r,2,3000,0.006034337723529883,0.9750666666666666,0.005147884218394756,-3.5621990849609,-69.42018245602777,-72.98238154098867
2,S2dyn_10r,2,3750,0.007091383083663719,0.9701583333333333,0.006159441869457563,-3.655161395684647,-67.96540391448562,-71.62056531017026
2,S2dyn_10r,2,4500,0.00886680102262092,0.962275,0.007962955842912197,-3.5060597577901866,-66.24083248124744,-69.74689223903762
2,S2dyn_10r,2,5250,0.010056002854598066,0.95895,0.009112716783086458,-3.786762974195912,-65.82758348048645,-69.61434645468236
2,S2dyn_10r,2,6000,0.01411788168121756,0.945925,0.013025568103790283,-3.7134621712360687,-64.00392764669054,-67.71738981792662
2,S2u30r,1,0,0.0,1.0,0.0,-0.07443789473612365,-30.0,-30.074437894736125
2,S2u30r,1,750,0.0,1.0,0.0,-0.07443789473612365,-30.0,-30.074437894736125
2,S2u30r,1,1500,0.0,1.0,0.0,-0.07443789473612365,-30.0,-30.074437894736125
2,S2u30r,1,2250,0.0,1.0,0.0,-0.07443789473612365,-30.0,-30.074437894736125
2,S2u30r,1,3000,0.0,1.0,0.0,-0.07443789473612365,-30.0,-30.074437894736125
2,S2u30r,1,3750,0.0,1.0,0.0,-0.07443789473612365,-30.0,-30.074437894736125
2,S2u30r,1,4500,0.0,1.0,0.0,-0.07443789473612365,-30.0,-30.074437894736125
2,S2u30r,1,5250,0.0,1.0,0.0,-0.07443789473612365,-30.0,-30.074437894736125
2,S2u30r,1,6000,0.0,1.0,0.0,-0.07443789473612365,-30.0,-30.074437894736125
2,S2u30r,2,0,0.0,1.0,0.0,-0.07443789473612365,-30.0,-30.074437894736125
2,S2u30r,2,750,0.0,1.0,0.0,-0.07443789473612365,-30.0,-30.074437894736125
2,S2u30r,2,1500,0.0,1.0,0.0,-0.07443789473612365,-30.0,-30.074437894736125
2,S2u30r,2,2250,0.0,1.0,0.0,-0.07443789473612365,-30.0,-30.074437894736125
2,S2u30r,2,3000,0.0,1.0,0.0,-0.07443789473612365,-30.0,-30.074437894736125
2,S2u30r,2,3750,0.0,1.0,0.0,-0.07443789473612365,-30.0,-30.074437894736125
2,S2u30r,2,4500,0.0,1.0,0.0,-0.07443789473612365,-30.0,-30.074437894736125
2,S2u30r,2,5250,0.0,1.0,0.0,-0.07443789473612365,-30.0,-30.074437894736125
2,S2u30r,2,6000,0.0,1.0,0.0,-0.07443789473612365,-30.0,-30.074437894736125
