arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,alpha_W_med_l2
SWA1,7,0.001,1,none,0.9692416667,1,1,0,0,-0.2366451025,1.869898677,-3.076200485,0.4717274904,71.60053515,0,0,2.526580095,1.980143428,1.310702324,0.9030475616,37.90384848,4.243796825,2.07664609,2.933740854,0.5501756072,0.3253235519,0.9079898,0,1,0.5222457647,0.4189586043,0.6153692603,0,1
SWA1,7,0.001,2,none,0.9502958333,1,1,0,0,-4.367055416,4.035765171,-15.12232876,0.1925622076,60.40399285,0,0,-2.750999928,4.541079044,-13.68086243,0.2832737863,52.45510651,7.401387691,3.21838665,4.56075716,0.2546930611,0.1306239665,0.3836987317,0,1,0.2263453305,0.1429566443,0.3511095047,0,1
SWA1,7,0.001,3,none,0.9558604167,1,1,0,0,-6.662631035,6.395746231,-20.9543972,0.179664433,63.83975732,0,0,-19.9760437,9.470547676,-36.94512558,-0.03431290388,52.96883743,11.21398926,4.414927006,6.363255024,0.1612660885,0.07774832845,0.2765823305,0,1,0.1091727093,0.05570434779,0.2017058432,0,1
SWA1,7,0.001,4,none,0.943725,1,1,0,0,-5.996482849,8.011013985,-23.25526619,0.2609591782,57.06375311,0,0,-41.31665039,14.96393681,-77.23660278,-0.06467682868,45.80001332,13.97985363,5.281922817,6.594871044,0.1282388121,0.0573368445,0.2348476052,0,1,0.06840701401,0.03803656995,0.1002061293,0,1
SWA1,7,0.001,5,none,0.93149375,1,1,0,0,-8.29603672,9.801895142,-31.54687119,0.2113350332,57.64575398,0,0,-62.43650436,18.65755844,-106.7851181,-0.05727631226,39.8666016,17.3023777,5.949129581,6.763299465,0.1048755199,0.05255342647,0.1863066405,0,1,0.05481189117,0.03394605219,0.08785013855,0,1
SWA1,7,0.001,6,none,0.9062708333,1,1,0,0,-11.70010567,11.51784706,-39.70025253,0.1744900048,66.45217105,0,0,-61.6750145,17.77962303,-102.1738892,-0.05826775357,43.19767271,21.32134628,6.449273109,6.948672295,0.08932367712,0.04905820265,0.2362830043,0,1,0.05784804374,0.04177575558,0.08692400903,0,1
SWA1,7,0.001,7,none,0.8757145833,1,1,0,0,-15.48135757,13.78154373,-54.86364746,0.1517211646,70.86732827,0,0,-56.84477997,16.70044518,-110.2554703,-0.06188489124,46.13809309,24.85597229,7.058142662,6.677898407,0.07455830276,0.03886376321,0.2233453393,0,1,0.0618529357,0.03770672157,0.07956306636,0,1
SWA1,7,0.001,8,none,0.83100625,1,1,0,0,-22.2814045,16.36883926,-75.27033234,0.09198950231,67.62848127,0,0,-57.76030731,16.32081413,-167.7720184,-0.05973026156,47.0085171,29.68061256,7.729577065,6.211525917,0.06330747157,0.02778341249,0.1881030053,0,1,0.06312912703,0.03472675756,0.08211317658,0,1
SWA1,7,0.001,9,none,0.7671645833,0.9616666436,0.9616666436,0,0,-31.46341515,19.82321739,-77.58309937,0.0481775105,8.40149008,0,0,-1278.435425,322.332489,-2988.053223,-0.05726836994,2.630410593,33.59393311,8.851847649,5.609703541,0.05199241266,0.01937644556,0.1281297952,0,1,0.003170361742,0.001273354283,0.06410315633,0,1
SWA1,7,0.001,10,none,0.65401875,0.8908333182,0.8908333182,0,0,-30.07133484,21.23455811,-118.8132706,0.04956256226,4.45178211,0,0,-3073.993164,887.4487915,-4801.416504,-0.06456390023,1.981753698,37.38322449,10.38725948,5.421553135,0.04848851264,0.008247025311,0.1131483316,0,1,0.001163383946,0.001000000047,0.004317088518,0.2599999905,1
