act,arm,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,reg_loss,wt_q10_l1,wt_med_l1,wt_q90_l1,wt_max_l1,wt_ratio0_med_l1,rowmean_abs_med_l1,b_med_l1,exceed_t1_frac_l1,exceed_2x0_frac_l1,bind_frac_l1,proj_rows_l1,proj_removed_l1,wt_q10_l2,wt_med_l2,wt_q90_l2,wt_max_l2,wt_ratio0_med_l2,rowmean_abs_med_l2,b_med_l2,exceed_t1_frac_l2,exceed_2x0_frac_l2,bind_frac_l2,proj_rows_l2,proj_removed_l2
LR,ref,0,0.001,0,1,0.9688854167,1,1,0,0,-0.8324530125,1.539480805,-3.161749363,0.3692499399,77.11563953,0,0,0.6581792831,1.401591897,-0.1203578413,0.7217499614,52.38017706,3.63826251,2.097939491,3.619175911,0,3.315833911,3.63176726,3.892732421,4.122317189,6.324947756,0.006347840263,0.01855182275,0,1,nan,nan,nan,1.894169668,2.06785821,2.185636764,2.331749099,3.599219324,0.03777289875,0.06123305298,0,1,nan,nan,nan
LR,ref,0,0.001,0,2,0.9416375,1,1,0,0,-3.06921196,2.277149439,-6.010788441,0.1704999804,77.79366568,0,0,0.6488437057,1.529401898,-2.469375372,0.7172499895,55.56029328,5.325200081,2.81973052,6.148515701,0,4.878998061,5.296227496,5.845622295,6.376204673,9.213836314,0.01249881262,-0.0126982294,1,1,nan,nan,nan,2.600177305,2.815654171,3.03843031,3.29846617,4.933254342,0.01825442772,0.1304308921,1,1,nan,nan,nan
LR,ref,0,0.001,0,3,0.9311208333,1,1,0,0,-3.981883049,2.631190777,-8.332448006,0.1442499757,72.58487791,0,0,0.3145451546,1.899508953,-4.566595078,0.6212499738,59.39827402,6.942587852,3.359490633,8.200014114,0,6.450642467,6.921843685,7.397614995,7.706996268,11.98049414,0.01701399478,-0.0373988077,1,1,nan,nan,nan,2.936321568,3.354364868,3.592654666,4.146846357,5.818032256,0.02628189109,0.1203093491,1,1,nan,nan,nan
LR,ref,0,0.001,0,4,0.9176541667,1,1,0,0,-4.922899246,2.985116243,-8.049612999,0.1359999925,69.36532038,0,0,-2.214538336,2.392496347,-5.86926651,0.2402499616,63.1299056,8.645680428,3.780574083,9.33204174,0,8.11418402,8.617797964,9.279130326,9.697050011,15.04758884,0.02052736616,-0.05943715759,1,1,nan,nan,nan,3.250601537,3.75782503,4.095459925,4.514437119,6.50471164,0.04772283074,0.06029908173,1,1,nan,nan,nan
LR,ref,0,0.001,0,5,0.8990229167,1,1,0,0,-5.747034073,3.349034071,-9.304430008,0.1299999803,69.7680434,0,0,-4.62827158,2.941570997,-8.816904068,0.1487500072,59.92841007,10.66529083,4.225085735,10.13930607,0,9.853839462,10.63971915,11.14218256,12.61248968,18.41734388,0.02598267703,-0.09892664105,1,1,nan,nan,nan,3.571206297,4.180601713,4.612509703,4.932500036,7.222106054,0.06637376886,0.02516564727,1,1,nan,nan,nan
LR,ref,0,0.001,0,6,0.8795458333,1,1,0,0,-6.44487381,3.584792376,-12.38064003,0.1180000082,65.72285133,0,0,-6.324484825,3.594955444,-11.57647228,0.12924999,56.24281858,12.89225101,4.654647827,10.86744595,0,12.01321818,12.83552304,13.75944939,14.9532324,22.35429158,0.02772134555,-0.1362841353,1,1,nan,nan,nan,4.008262854,4.544801227,5.000497295,5.535956154,7.920162501,0.07559996122,0.02934272029,1,1,nan,nan,nan
LR,ref,0,0.001,0,7,0.8592,1,1,0,0,-7.059057713,3.894945145,-13.11930561,0.1217500046,66.37233631,0,0,-6.909724712,4.195140839,-12.42401028,0.1299999952,60.04159934,14.83625507,4.987957478,11.17146683,0,14.07813004,14.78740962,15.80958927,17.37722167,25.57759882,0.03471365227,-0.1822611317,1,1,nan,nan,nan,4.336512621,4.891960661,5.43563003,5.786163936,8.561116008,0.08618394983,-0.04079369456,1,1,nan,nan,nan
LR,ref,0,0.001,0,8,0.8437333333,1,1,0,0,-7.82875824,4.072861671,-13.58454609,0.1127500162,63.24908625,0,0,-8.713191986,4.57389307,-15.50761223,0.1150000095,50.73488019,17.18584442,5.233428955,11.67498779,0,16.12926223,17.13359946,18.28957929,19.13392613,29.71186252,0.04252023594,-0.1907529831,1,1,nan,nan,nan,4.55999931,5.131533824,5.575192034,6.02680373,8.97527977,0.1007901982,-0.02572916169,1,1,nan,nan,nan
LR,ref,0,0.001,0,9,0.8464479167,1,1,0,0,-7.810992718,4.151783943,-12.89127445,0.1135000065,66.48323844,0,0,-8.872088432,4.702801228,-13.65525532,0.1165000126,54.07108053,18.50245857,5.369571209,12.02152443,0,17.30624795,18.53344366,19.82573544,21.44504009,32.19131075,0.04333049326,-0.2663811296,1,1,nan,nan,nan,4.682254344,5.251182052,5.712419433,6.27848813,9.158487501,0.1099519038,-0.05981999449,1,1,nan,nan,nan
LR,ref,0,0.001,0,10,0.8293729167,1,1,0,0,-8.397563934,4.381373882,-12.98145962,0.1157500073,67.56661574,0,0,-8.79328537,4.767643929,-15.22495461,0.1202500165,55.36245631,19.92610168,5.290453911,11.90450001,0,18.46681251,19.84268415,21.23682063,22.93021742,34.42978329,0.05250107479,-0.2966371626,1,1,nan,nan,nan,4.627083963,5.13786145,5.662462468,6.24965575,8.943585859,0.1144362661,-0.08321572468,1,1,nan,nan,nan
