run_id,ckpt,neuron,w_norm,snr_i,cos_intra,cos_inter,E_adelta,sign_v,cov_norm,cov_proj
A_w5_T10000_std_lr0.01_b32_s0,0,0,1.4334863424301147,0.1208004504442215,-0.41369351744651794,0.03226751089096069,-0.04986465349793434,-1.0,0.37517327070236206,0.010228057391941547
A_w5_T10000_std_lr0.01_b32_s0,0,1,1.588836431503296,0.23913145065307617,-0.7928413152694702,-0.724368155002594,-0.0817306712269783,-1.0,1.082576870918274,0.2111179530620575
A_w5_T10000_std_lr0.01_b32_s0,0,2,1.4011059999465942,0.2305879145860672,-0.7816690802574158,-0.8445637822151184,0.19744540750980377,-1.0,0.6452445387840271,0.13832545280456543
A_w5_T10000_std_lr0.01_b32_s0,0,3,1.6251797676086426,0.3289126455783844,0.7732178568840027,0.9143722653388977,0.31396520137786865,1.0,0.6316111087799072,0.1611849069595337
A_w5_T10000_std_lr0.01_b32_s0,0,4,1.2365590333938599,0.08608540892601013,-0.5463738441467285,0.06988289952278137,-0.0064928773790597916,-1.0,0.2581603527069092,-0.015759777277708054
A_w5_T10000_std_lr0.01_b32_s1,0,0,1.3906596899032593,0.0450582318007946,0.5055447816848755,0.6639178991317749,0.0006397701799869537,1.0,0.03477592393755913,0.0009592913556843996
A_w5_T10000_std_lr0.01_b32_s1,0,1,1.3582323789596558,0.3022405803203583,-0.6298447847366333,-0.9001026153564453,0.477716326713562,-1.0,0.7687000036239624,0.09405409544706345
A_w5_T10000_std_lr0.01_b32_s1,0,2,1.4099334478378296,0.2685178816318512,0.5926364660263062,0.876533567905426,0.3736076056957245,1.0,0.6135134696960449,0.061911217868328094
A_w5_T10000_std_lr0.01_b32_s1,0,3,1.443884253501892,0.32350215315818787,0.6524237394332886,0.9149928092956543,1.0739734172821045,1.0,0.7603470087051392,0.08618630468845367
A_w5_T10000_std_lr0.01_b32_s1,0,4,1.1963697671890259,0.2157949060201645,-0.5760243535041809,-0.8582135438919067,0.0499487929046154,-1.0,0.2899554967880249,0.003712141653522849
A_w5_T10000_std_lr0.01_b32_s2,0,0,1.6127434968948364,0.0256558395922184,-0.9153866767883301,-0.6881270408630371,9.817926911637187e-05,-1.0,0.0016225615981966257,-0.0003396862302906811
