act,arm,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,reg_loss,wt_q10_l1,wt_med_l1,wt_q90_l1,wt_max_l1,wt_ratio0_med_l1,rowmean_abs_med_l1,b_med_l1,exceed_t1_frac_l1,exceed_2x0_frac_l1,bind_frac_l1,proj_rows_l1,proj_removed_l1,wt_q10_l2,wt_med_l2,wt_q90_l2,wt_max_l2,wt_ratio0_med_l2,rowmean_abs_med_l2,b_med_l2,exceed_t1_frac_l2,exceed_2x0_frac_l2,bind_frac_l2,proj_rows_l2,proj_removed_l2,pen_wt_total,pen_rest_total
R,ref,0,0.001,0,1,0.9689979167,1,1,0.2300000042,0.2300000042,-0.6458579898,1.488702655,-4.932313919,0.2783333361,60.41610622,0.01999999955,0.01999999955,1.624459743,1.365578771,-1.248932958,0.9033333063,33.24921244,3.505427599,2.082960844,3.965031147,0,0.5843144752,3.489961012,3.872556455,4.106464332,6.086007072,0.005141569016,0.009944032412,0,0.77,nan,nan,nan,1.832418396,2.061624104,2.255652827,3.55537647,3.567019731,0.03095385272,0.07052152604,0,0.97,nan,nan,nan,1.42572086,0.1920276342
R,ref,0,0.001,0,2,0.7875666667,0.9241666794,0.9241666794,0.3899999857,0.3899999857,-4.079967499,2.55824399,-9.138409615,0.008333333768,49.89916355,0,0,-0.01509171817,1.702156782,-1.254838228,0.4833333194,59.33119122,4.06433773,3.120870352,9.634129524,0,0.5843144752,4.034176289,6.832495363,7.938625797,7.027287717,0.01428799982,-0.01658224687,0.65,0.77,nan,nan,nan,2.766339427,3.082636156,3.786327076,4.45241169,5.376608182,0.04106162201,-0.5479718447,1,1,nan,nan,nan,3.157609845,1.111977307
R,ref,0,0.001,0,3,0.1850125,0.2283333391,0.2283333391,0.5600000024,0.5600000024,-7.549592972,3.217949629,-13.69093132,0,36.18762815,0,0,-0.9192112088,0.5568728447,-1.876178622,0.02333333343,36.21242579,4.198432922,3.32047224,11.9025774,0,0.5843144752,4.095566865,6.931745508,8.038753844,7.073215837,0.02698848482,-0.04688390158,0.65,0.77,nan,nan,nan,2.747162685,3.24328402,4.185734671,4.603975574,5.66585084,0.03584087512,-0.9097862542,1,1,nan,nan,nan,3.372051437,1.601237272
R,ref,0,0.001,0,4,0.1230979167,0.1383333355,0.1383333355,0.7799999714,0.7799999714,-8.690907478,3.297766447,-14.30251503,0,18.86719081,0,0,-1.0926162,0.3228015304,-2.400106192,0.007499999832,17.18812861,4.227525234,3.374495983,12.94313717,0,0.5843144752,4.128041377,6.893713575,8.003823796,7.205750904,0.0335497461,-0.06680060178,0.65,0.77,nan,nan,nan,2.779739904,3.247702833,4.131118889,4.544879828,5.665941293,0.0400807952,-1.080469668,1,1,nan,nan,nan,3.398931851,1.855732494
R,ref,0,0.001,0,5,0.1185604167,0.1291666627,0.1291666627,0.8600000143,0.8600000143,-9.296642303,3.302057981,-14.4555254,0,11.96455164,0.02999999933,0.02999999933,-1.090145469,0.2528269887,-2.56034255,0.004999999888,11.29263585,4.227525234,3.389392853,13.87285328,0,0.5843144752,4.128041377,6.893713575,8.003823796,7.205750904,0.03370546191,-0.06988354027,0.65,0.77,nan,nan,nan,2.778674966,3.283040957,4.147527962,4.599407382,5.657246678,0.04062158565,-1.084476352,1,1,nan,nan,nan,3.424514641,2.095695427
R,ref,0,0.001,0,6,0.1136,0.1216666698,0.1216666698,0.9200000167,0.9200000167,-8.979101181,3.302057981,-15.15324879,0,7.436619754,0.09000000358,0.09000000358,-1.199053168,0.1891530156,-2.480535984,0.002499999944,7.310283227,4.227525234,3.40135026,14.35828876,0,0.5843144752,4.128041377,6.893713575,8.003823796,7.205750904,0.0343509445,-0.08371236548,0.65,0.77,nan,nan,nan,2.79101322,3.290836423,4.224517748,4.659572814,5.766186683,0.04495944269,-1.192276001,1,1,nan,nan,nan,3.443178346,2.238766755
R,ref,0,0.001,0,7,0.1184645833,0.1233333349,0.1233333349,0.9499999881,0.9499999881,-9.296642303,3.302057981,-17.70173645,0,4.827686239,0.3000000119,0.3000000119,-1.230589747,0.1512384862,-2.550009251,0.001666666707,5.352451487,4.227525234,3.411693811,14.8305788,0,0.5843144752,4.128041377,6.893713575,8.003823796,7.205750904,0.0346698784,-0.08720557764,0.65,0.77,nan,nan,nan,2.790444433,3.321758235,4.267765707,4.748192886,5.800641866,0.04625837774,-1.204825401,1,1,nan,nan,nan,3.454555357,2.352383145
R,ref,0,0.001,0,8,0.1049125,0.1150000021,0.1150000021,0.9499999881,0.9499999881,-9.296642303,3.302057981,-17.28393173,0,4.90640254,0.25,0.25,-1.112423539,0.1671381295,-2.550609112,0.001666666707,5.522110202,4.227525234,3.425515652,15.02281857,0,0.5843144752,4.137563083,6.893713575,8.003823796,7.205750904,0.0346698784,-0.08371236548,0.65,0.77,nan,nan,nan,2.787230242,3.330124255,4.223297101,4.790386568,5.803866457,0.04626826326,-1.116235852,1,1,nan,nan,nan,3.465652366,2.457056011
R,ref,0,0.001,0,9,0.1038770833,0.113333337,0.113333337,0.9499999881,0.9499999881,-9.296642303,3.302057981,-17.00760651,0,4.96542229,0.2599999905,0.2599999905,-1.178986549,0.1579891741,-2.550070763,0.001666666707,5.40828458,4.227525234,3.460542679,15.34252834,0,0.5843144752,4.128041377,6.893713575,8.003823796,7.205750904,0.03487311175,-0.08720557764,0.65,0.77,nan,nan,nan,2.785913453,3.39034195,4.270234201,4.862945979,5.833925397,0.04659833471,-1.156346321,1,1,nan,nan,nan,3.474183973,2.524958428
R,ref,0,0.001,0,10,0.1086166667,0.1150000021,0.1150000021,0.9700000286,0.9700000286,-9.479683876,3.302057981,-17.00760651,0,2.948950877,0.2899999917,0.2899999917,-1.181689262,0.1450389028,-2.549217701,0.0008333333535,3.971291802,4.227525234,3.431060553,15.27987862,0,0.5843144752,4.128041377,6.893713575,8.003823796,7.205750904,0.03490259242,-0.09795103595,0.65,0.77,nan,nan,nan,2.789431416,3.369602909,4.258515538,4.816211543,5.81416135,0.0463547756,-1.166776597,1,1,nan,nan,nan,3.472948887,2.575773237
