arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3
SMINH,1,0.001,50,none,0.1066458333,0.112499997,0.112499997,0,0,-22.60443115,12.59657097,-48.70615387,0.02997157164,6.215310361,0.9700000286,0,-345.1783752,112.1988525,-637.7376099,2.994574818e-42,1.669137081,26.20715714,8.335476875,11.66104794
SMINH,2,0.001,1,none,0.9678125,1,1,0,0,-0.810308814,1.730745912,-4.395802021,0.3811609149,80.68750135,0,0,0.7359849215,1.657841206,-0.2973738015,0.700381875,55.09567994,4.395741463,2.015695095,3.037258625
SMINH,2,0.001,2,none,0.9518041667,1,1,0,0,-2.776894569,2.666583538,-7.74364996,0.1825338453,76.6868244,0,0,0.2807099521,2.16506052,-2.377776623,0.5974605083,65.92256699,6.279011726,2.716382265,5.057066917
SMINH,2,0.001,3,none,0.9444645833,1,1,0,0,-4.003000259,3.412038803,-12.41465855,0.1334180981,66.67327819,0,0,-1.372334003,3.207266092,-7.385914803,0.3684334457,70.15601093,7.634306908,3.347571611,6.271828651
SMINH,2,0.001,4,none,0.92245625,1,1,0,0,-4.106147289,3.735412359,-11.15712833,0.1727222204,68.94267622,0,0,-2.421289682,4.950365067,-12.42199039,0.3437969089,72.69753448,8.743476868,3.820588827,7.482147217
SMINH,2,0.001,5,none,0.8943375,1,1,0,0,-4.575777531,4.406112194,-12.19153118,0.1579472125,62.58357271,0,0,-7.917062759,7.20354414,-24.13433266,0.114701435,71.77695119,9.960860252,4.340695858,8.195310593
SMINH,2,0.001,6,none,0.84515,1,1,0,0,-5.46914959,5.354720592,-16.68271065,0.1488680542,61.50244683,0,0,-15.36752892,10.45402145,-36.73431015,0.06047140807,72.27959036,11.5629549,4.870904446,8.819336891
SMINH,2,0.001,7,none,0.74995,0.9933333397,0.9933333397,0,0,-5.917361259,6.301729202,-12.56432438,0.1714221388,62.28453872,0,0,-21.17919922,13.88653851,-40.98581314,0.04423565418,76.17022227,13.23734951,5.332992077,9.094705582
SMINH,2,0.001,8,none,0.6125145833,0.9499999881,0.9499999881,0,0,-6.074281693,7.093558788,-18.08276939,0.1956683546,57.61885097,0,0,-32.49485397,20.3844986,-70.95765686,0.03472379223,71.90648347,14.88768291,5.824122906,9.30254364
SMINH,2,0.001,9,none,0.45556875,0.7341666818,0.7341666818,0,0,-7.091703892,7.815135002,-19.1059227,0.1816899925,50.88254467,0.02999999933,0,-51.64305878,26.95100784,-100.4905853,0.01082415227,58.64902846,16.90815544,6.175659657,9.419419289
SMINH,2,0.001,10,none,0.2633729167,0.4583333433,0.4583333433,0,0,-6.593465328,8.247296333,-23.43702698,0.198329702,41.25850624,0.1099999994,0,-73.78504944,37.00806046,-141.7441101,0.005918837618,52.06817333,18.08377075,6.477039814,9.396951675
SMINH,2,0.001,11,none,0.1862229167,0.2924999893,0.2924999893,0,0,-7.997981548,8.640470505,-23.11514664,0.1713433415,32.44880276,0.3799999952,0,-109.7302094,45.54633713,-205.2330017,0.0008333333535,33.35237507,18.77421379,6.679512024,9.336983681
SMINH,2,0.001,12,none,0.1396583333,0.1858333349,0.1858333349,0,0,-10.32794857,9.267762184,-26.36114883,0.1268003583,23.6389563,0.5400000215,0,-151.2805939,55.48612595,-270.7132263,2.278022215e-11,20.73891111,19.24413872,6.771603584,9.2666502
SMINH,2,0.001,13,none,0.1268875,0.160833329,0.160833329,0,0,-10.53239059,9.477128029,-26.13764572,0.1245784983,20.9258158,0.6399999857,0,-172.0096741,63.87625122,-310.3477783,3.634562269e-12,17.63467508,19.69736481,6.846003056,9.253416061
SMINH,2,0.001,14,none,0.1259,0.1491666734,0.1491666734,0,0,-9.951189995,9.854949951,-31.60529327,0.1345442683,18.42641079,0.7400000095,0,-194.7596588,70.33908844,-354.7792053,1.059446258e-15,14.85922117,20.17210197,6.876209259,9.244294167
SMINH,2,0.001,15,none,0.1046666667,0.1091666669,0.1091666669,0,0,-12.07713985,10.0830965,-33.69123459,0.0988477543,15.87413248,0.8600000143,0,-221.710968,76.44641876,-385.7616272,2.26210835e-21,5.842347794,20.30574226,6.954944134,9.226236343
SMINH,2,0.001,16,none,0.1035166667,0.113333337,0.113333337,0,0,-10.56679153,9.977508545,-36.65118027,0.125283584,15.63081935,0.8999999762,0,-237.3604736,80.36090088,-406.2136841,2.883889693e-24,6.370948569,20.35400009,6.954944134,9.249583244
SMINH,2,0.001,17,none,0.10431875,0.1183333322,0.1183333322,0,0,-11.82586956,10.23145771,-31.54876328,0.1217428073,14.0732174,0.9100000262,0,-251.9756317,83.14756775,-427.4389648,7.161028927e-27,3.725983116,20.60346985,6.954944134,9.239863396
SMINH,2,0.001,18,none,0.1070375,0.1258333325,0.1258333325,0,0,-9.333455086,10.29417324,-32.74743652,0.1740045846,16.19148554,0.8999999762,0,-252.3823395,85.3482666,-428.4942932,6.390173155e-27,6.630485252,20.88635254,6.954944134,9.221963882
SMINH,2,0.001,19,none,0.1038770833,0.1099999994,0.1099999994,0,0,-10.5608511,9.959723473,-33.00071335,0.1546063721,15.25192507,0.9300000072,0,-265.0262146,87.15475464,-442.6835022,1.385204612e-30,5.516554555,20.92058754,7.014139175,9.201202393
SMINH,2,0.001,20,none,0.100175,0.1091666669,0.1091666669,0,0,-10.30615425,10.19777203,-33.0567627,0.1430678368,14.63883927,0.9599999785,0,-271.2420349,89.58427429,-460.2919312,1.072975595e-32,2.714255555,20.94259071,6.954944134,9.18860817
SMINH,2,0.001,21,none,0.0965625,0.1041666642,0.1041666642,0,0,-9.6503582,10.08593178,-33.05569458,0.1559378505,14.74906934,0.9900000095,0,-275.8954163,89.39506531,-475.6006165,8.639739986e-36,1.000001571,20.94496346,6.954944134,9.178142548
SMINH,2,0.001,22,none,0.1146770833,0.1258333325,0.1258333325,0,0,-10.26775742,10.04064274,-32.97789383,0.1500229686,14.67301687,0.9599999785,0,-274.0429077,89.69672394,-478.8633423,1.341281255e-31,3.827583186,21.01225471,6.954944134,9.185067177
SMINH,2,0.001,23,none,0.1115541667,0.125,0.125,0,0,-10.165802,10.49506092,-32.65384293,0.1598418206,14.1395486,0.9300000072,0,-279.8768616,91.70907593,-491.6659241,1.03654932e-30,4.229958872,21.13901901,6.954944134,9.181615829
SMINH,2,0.001,24,none,0.1002708333,0.112499997,0.112499997,0,0,-9.557859421,10.5078764,-33.04834366,0.1740149111,15.86473964,0.9300000072,0,-289.4107666,92.01355743,-508.2932739,1.452999227e-30,4.089401695,21.16951561,6.979577541,9.173766136
SMINH,2,0.001,25,none,0.09781666667,0.1108333319,0.1108333319,0,0,-10.56389713,10.43484688,-32.7782402,0.1513317674,14.91521562,0.9800000191,0,-293.7754517,93.85426331,-527.4785156,1.175470244e-34,1.867406488,21.148386,6.979577541,9.17924118
SMINH,2,0.001,26,none,0.1228479167,0.1283333302,0.1283333302,0,0,-10.37090969,10.39552879,-32.64085007,0.1499591619,14.48340991,1,0,-292.6696777,94.91196442,-538.7819824,2.169875696e-37,1.000000559,21.14836884,6.979577541,9.14874649
SMINH,2,0.001,27,none,0.09825208333,0.1116666645,0.1116666645,0,0,-9.572237015,10.36629391,-28.36449814,0.1582049578,14.53525752,0.9800000191,0,-290.115509,95.13922119,-542.5826416,5.645304445e-36,2.689235801,21.15407753,6.979577541,9.157860756
SMINH,2,0.001,28,none,0.1059083333,0.112499997,0.112499997,0,0,-10.36442661,10.44613457,-27.84323311,0.1496922076,14.62396086,0.9800000191,0,-297.2025146,95.12367249,-554.142395,2.411450134e-37,1.995991263,21.22520828,6.979577541,9.158936501
SMINH,2,0.001,29,none,0.1042729167,0.112499997,0.112499997,0,0,-10.3442421,10.43546963,-27.8447876,0.144270286,14.21940233,0.9800000191,0,-298.5079041,95.51313019,-554.6806641,4.166046882e-38,1.93495183,21.1677742,6.979577541,9.161505699
SMINH,2,0.001,30,none,0.1003979167,0.1091666669,0.1091666669,0,0,-10.36355495,10.43547058,-28.23769569,0.1412355453,13.77758256,0.9800000191,0,-300.5675354,95.81990051,-555.5801392,1.270256459e-38,1.84051209,21.17862129,6.979577541,9.145126343
SMINH,2,0.001,31,none,0.09962083333,0.1108333319,0.1108333319,0,0,-10.38073063,10.43546963,-28.23999596,0.139677465,13.78540151,0.9800000191,0,-300.5772705,95.80870056,-555.6148682,1.355078316e-38,1.835865092,21.17860603,6.979577541,9.141655922
SMINH,2,0.001,32,none,0.1082083333,0.1150000021,0.1150000021,0,0,-11.50258541,10.47680664,-28.90149117,0.1171774417,13.33350203,0.9800000191,0,-307.4977722,98.01171875,-565.3540649,1.057533326e-39,2.189428123,21.23419571,6.979577541,9.125073433
SMINH,2,0.001,33,none,0.1152791667,0.125,0.125,0,0,-10.92617512,10.53746605,-29.95996094,0.1267927438,13.13068853,0.9599999785,0,-312.5973816,99.72554779,-570.0005493,4.67300808e-40,3.771392744,21.28465271,6.979577541,9.119125366
SMINH,2,0.001,34,none,0.09841666667,0.1108333319,0.1108333319,0,0,-11.42831421,10.44659996,-31.41670227,0.1192514449,12.5216212,0.9900000095,0,-321.5272827,100.2494583,-575.4140625,2.844635883e-43,1.000000932,21.2719059,6.979577541,9.114887238
SMINH,2,0.001,35,none,0.09923958333,0.1075000018,0.1075000018,0,0,-11.39273548,10.44705963,-31.41670227,0.1192775741,12.54020571,1,0,-321.5386047,100.3094559,-575.8496094,2.704506036e-43,1.000000559,21.27110863,6.979577541,9.122612
SMINH,2,0.001,36,none,0.09795,0.1066666692,0.1066666692,0,0,-11.38880825,10.48656273,-31.41685867,0.1091352701,12.66432887,1,0,-322.7826843,101.0609665,-584.364563,4.465938206e-42,1.000000559,21.26003265,6.979577541,9.099781036
SMINH,2,0.001,37,none,0.1009520833,0.1116666645,0.1116666645,0,0,-11.98244572,10.46412659,-31.41914749,0.1198632196,12.56535097,0.9900000095,0,-321.6313782,101.0770569,-583.8788452,6.80750794e-42,1.000000765,21.26599884,6.979577541,9.086255074
SMINH,2,0.001,38,none,0.1028520833,0.100833334,0.100833334,0,0,-12.12643623,10.48656273,-31.4504261,0.1151895523,12.50044701,1,0,-324.3182678,100.8503189,-583.5067139,8.135938884e-42,1.000000628,21.28996849,6.979577541,9.090815544
SMINH,2,0.001,39,none,0.1055520833,0.1174999997,0.1174999997,0,0,-12.78539181,10.48140049,-31.6045742,0.08956117183,12.57656708,0.9800000191,0,-323.9879761,101.4038086,-577.5615234,3.232935687e-41,2.260548205,21.3018055,6.979545116,9.116753578
SMINH,2,0.001,40,none,0.09808125,0.1058333367,0.1058333367,0,0,-13.56419945,10.52834606,-31.72400475,0.07543234527,12.14016599,1,0,-326.5375671,101.3474274,-581.1389771,3.096869606e-43,1.000000559,21.31835556,6.979545116,9.075870514
SMINH,2,0.001,41,none,0.108975,0.113333337,0.113333337,0,0,-13.56420612,10.52834606,-31.72400475,0.07539734244,12.13859824,1,0,-326.5465393,101.3486786,-581.1672974,3.026804683e-43,1.000000559,21.31835556,6.979545116,9.082896233
SMINH,2,0.001,42,none,0.09633125,0.1099999994,0.1099999994,0,0,-13.56420708,10.52834606,-31.72400475,0.07539543509,12.13841945,1,0,-326.5418091,101.3479843,-581.1641235,3.026804683e-43,1.000000559,21.31835556,6.979545116,9.064840317
SMINH,2,0.001,43,none,0.1059541667,0.1183333322,0.1183333322,0,0,-13.56420708,10.52834606,-31.72400475,0.07539536059,12.13841472,1,0,-326.5418091,101.3479843,-581.1641846,3.026804683e-43,1.000000559,21.31835556,6.979545116,9.073204994
SMINH,2,0.001,44,none,0.10094375,0.1108333319,0.1108333319,0,0,-13.56420708,10.52834606,-31.72400475,0.07539533079,12.1384019,1,0,-326.5412292,101.3478851,-581.1638794,3.026804683e-43,1.000000559,21.31835556,6.979545116,9.060250282
SMINH,2,0.001,45,none,0.10110625,0.112499997,0.112499997,0,0,-13.56420612,10.52834606,-31.72400475,0.07540010661,12.13860273,1,0,-326.541626,101.3479538,-581.1624756,3.040817668e-43,1.000000559,21.31835556,6.979545116,9.042915344
SMINH,2,0.001,46,none,0.10401875,0.1150000021,0.1150000021,0,0,-13.55926132,10.52834606,-31.72396469,0.07118353248,12.02909761,1,0,-325.6083984,101.2890778,-581.3096924,3.096869606e-43,1.000000559,21.32203865,6.979545116,9.054019928
SMINH,2,0.001,47,none,0.1106916667,0.1199999973,0.1199999973,0,0,-13.55925274,10.52834606,-31.72396469,0.07118353248,12.02909698,1,0,-325.6083984,101.2890701,-581.3096924,3.096869606e-43,1.000000559,21.32203865,6.979545116,9.051960945
SMINH,2,0.001,48,none,0.1009270833,0.1075000018,0.1075000018,0,0,-13.55936337,10.52834606,-31.72396469,0.07118353248,12.02916042,1,0,-325.6083984,101.2891769,-581.3091431,3.096869606e-43,1.000000559,21.32203865,6.979545116,9.045271873
SMINH,2,0.001,49,none,0.1007875,0.1091666669,0.1091666669,0,0,-13.5592041,10.52834606,-31.72396469,0.07118353248,12.0290605,1,0,-325.60849,101.2890091,-581.3101196,3.096869606e-43,1.000000559,21.32204056,6.979545116,9.040915489
SMINH,2,0.001,50,none,0.09794583333,0.1075000018,0.1075000018,0,0,-13.55919933,10.52834606,-31.72396469,0.07118353248,12.02906032,1,0,-325.60849,101.2890091,-581.3101196,3.096869606e-43,1.000000559,21.32204056,6.979545116,9.031230927
