zbar_cur,sigma_cur,between_cur,pos_frac,zbar_inv,sigma_inv,between_inv,pos_frac_inv,var_off,var_wid,var_cross,rowmean,rowmean_sd,cnorm,bias,bias_sd,star,star_sd,eps_max,w2col,gate_mean,ce_probe,acc,gbar,gvar_mean,gbar_var,pooled_var,g3_ident,cov,cov_abs,cov10,cov50,q10_med,hard_dead,gmin,gmax,task,step,clamp,ce0,ce20,lr,w2_fro,arm,seed,omega_step,theta_task,step_norm,turn_eff,omega_decomp_gap,S2,rho_mean,kap2,graw2,drift2_net,diff2_net
0.10236057957430762,0.9171009054811591,0.21299573587710782,0.53125,0.010294102961988374,0.3194207463231295,0.23189271583607327,0.5050341796875,0.02201139272291516,0.07804843768141469,0.0019697827772952024,0.0001120466423190784,0.004383098147450205,1.1067039329779527,-0.0025619615316099954,0.03314952441872672,0.008915851332864237,0.4475682675430046,0.18770699367763294,0.7948860837259217,0.784552835920681,0.3383326232433319,0.9132000207901001,0.7845528359302852,0.06756221362836985,0.013568269023836767,0.08113048265218635,2.027544798721692e-14,0.06591796875,0.06591796875,0.01267578125,0.21123046875,0.37013329565525055,0,0.003165022237226367,1.0,1,625,ref,2.311237335205078,1.7302217483520508,0.001,7.970351017656319,CELU1,2,,,,,,,,,,,
-0.22088150230173767,1.1210978481283953,0.47769643246135823,0.43310546875,-0.14073809264684964,0.4264545047024101,0.4356949670474334,0.45287353515625,0.0465720220723318,0.13554855079803194,-0.0002571282893858548,-0.0010365969713478473,0.00629286125266617,1.4521938537518733,-0.006965846387902275,0.046799539994726615,-0.11315257190466933,0.6323905235023016,0.2509296634725944,0.8541419782119969,0.6779474204934292,0.27115172147750854,0.9230999946594238,0.6779474205943581,0.09113426291496608,0.027833261899549773,0.1189675248144829,3.2959746043559335e-14,0.17359375,0.17359375,0.056171875,0.35015625,0.2094925805926323,0,0.0004155852075200528,1.0,2,625,ref,4.182595729827881,0.9355900287628174,0.001,8.581526562512353,CELU1,2,,,,,,,,,,,
-0.3207869398962825,1.2173253885085726,0.6775414928406756,0.40517578125,-0.2887779215768238,0.5163717927717012,0.6873440596842122,0.41044189453125,0.07878549664282383,0.19086202988966489,-0.0030076981622280357,-0.002357649815898327,0.007953013629561512,1.7261363944503458,-0.01185081375471782,0.05905147600409391,-0.25336330200743773,0.791407660996173,0.34910225614462465,0.910727651970151,0.6344245436702329,0.2531531751155853,0.9189000129699707,0.6344245434018216,0.09607571888159903,0.03547890144196436,0.13155462032351847,4.493627692170321e-14,0.228671875,0.228671875,0.07861328125,0.40751953125,0.1515909507870674,0,0.0003631154540926218,1.0,3,625,ref,5.530339241027832,1.0147203207015991,0.001,9.165799510712759,CELU1,2,,,,,,,,,,,
-0.39693064352772317,1.3194844857646026,0.8503714370216242,0.393671875,-0.4161400204007122,0.5845675517472957,0.8795443845083798,0.37975830078125,0.10316929063902563,0.2355486907289642,0.0030012411878374353,-0.003486911290999742,0.008828730231364443,1.9363188546151742,-0.015769592901924624,0.07138890260576237,-0.37296115567223226,0.8815941236930182,0.4101184633966142,0.9630358409486867,0.6102728928401998,0.26117539405822754,0.9190999865531921,0.6102728923787228,0.09927511986218379,0.04063786931014891,0.13991298917236533,3.26405569239796e-14,0.26396484375,0.26396484375,0.10365234375,0.43853515625,0.1385968804359436,0,7.430461118929088e-05,1.0,4,625,ref,3.658114433288574,1.0135999917984009,0.001,9.70270621018634,CELU1,2,,,,,,,,,,,
-0.5448697821534774,1.3766232511295364,1.1367755921832166,0.36955078125,-0.5680113445768228,0.6396597503881529,0.992472192667134,0.3353271484375,0.13305763675412594,0.2797086987649772,-0.0036017392524690345,-0.004937032541650637,0.009583023586525779,2.1111966145861287,-0.019362932005897164,0.08229994674708772,-0.5251017426122452,0.9547321724572263,0.34493520403199357,1.012299299435552,0.5763735414351403,0.2645232677459717,0.9215999841690063,0.5763735413617009,0.09843037896981233,0.05073341636499487,0.14916379533473795,6.925016116099414e-14,0.311484375,0.311484375,0.14544921875,0.47251953125,0.10288435220718384,0,3.011321859958116e-05,1.0,5,625,ref,3.97935152053833,1.1641340255737305,0.001,10.216063539984946,CELU1,2,,,,,,,,,,,
-0.5887505344402701,1.3594767129069554,1.5598289090331234,0.3662890625,-0.644972906441916,0.6829771212797251,1.0934847350522436,0.3145556640625,0.15464596734744981,0.32095740552572766,-0.009145624681637078,-0.005654995695196131,0.010153042344451631,2.2574285334238917,-0.021122623747214676,0.09149680981984068,-0.6004080087927668,1.015899065728199,0.3762533487448334,1.0653018964061494,0.5636515136985258,0.274647980928421,0.9236999750137329,0.5636515134515964,0.09089713941853769,0.06375634546320867,0.1546534848817163,3.0059288391726113e-14,0.33248046875,0.33248046875,0.1727734375,0.48603515625,0.11961455270648003,0,0.0001528824941487983,1.0,6,625,ref,3.961414337158203,1.2560118436813354,0.001,10.759693938396337,CELU1,2,,,,,,,,,,,
-0.7527108878236923,1.378084670798044,1.8081140744249191,0.3415234375,-0.7592172009056659,0.7367201454430453,1.2899080733592527,0.29469970703125004,0.18966165204090232,0.3634317140013666,-0.010336793340647061,-0.006834419888535645,0.010905760880137881,2.3896343150551433,-0.022772418539971112,0.10209896242834901,-0.722875437195945,1.0976783396800351,0.4413228917511165,1.0981219070400672,0.5370273947626818,0.2651313543319702,0.920799970626831,0.5370273948817433,0.09064511698243947,0.06685807953025615,0.15750319651265457,4.105049633551516e-14,0.36287109375,0.36287109375,0.20091796875,0.51123046875,0.10987687408924103,0,2.8042761186952703e-05,1.0,7,625,ref,4.693763732910156,1.2213820219039917,0.001,11.09770213418952,CELU1,2,,,,,,,,,,,
-0.8725421127980962,1.4308040375515771,2.0703893195399075,0.33736328125,-0.8665719824211618,0.7895746681649977,1.5228354029702749,0.28579833984375,0.2289416269130853,0.40530999409816426,-0.01082346440338342,-0.007858853638901073,0.011755394985930796,2.51556827459735,-0.023368988777510823,0.10809070153471471,-0.8284127592077466,1.1846329214320255,0.3775449609669812,1.1339259468551013,0.5108022508159625,0.27924373745918274,0.9204999804496765,0.5108022507398989,0.08580977108198995,0.07976072685106513,0.16557049793306444,9.381384558082573e-15,0.40888671875,0.40888671875,0.244375,0.5393359375,0.0768914833664894,0,2.794302417896688e-05,1.0,8,625,ref,4.054068565368652,1.2003982067108154,0.001,11.462760390368214,CELU1,2,,,,,,,,,,,
-0.8914594169627734,1.4558364073236902,1.8091601092271938,0.32265625,-0.9441913758239038,0.8346494694833495,1.6486532214067668,0.28020751953125,0.2564187722651375,0.44909587546754465,-0.008874910823845318,-0.0084889757729387,0.012324200328199444,2.630452831166504,-0.02310140266432427,0.11047238027473243,-0.892693505704573,1.239080357306684,0.3982386662513504,1.1619600785393223,0.5143137872972889,0.29887402057647705,0.9162999987602234,0.5143137878238412,0.09573818831028397,0.06378270503388365,0.15952089334413386,3.377853552422039e-14,0.39048828125,0.39048828125,0.22583984375,0.535390625,0.08243588879704475,0,1.0189663044002373e-05,1.0,9,625,ref,3.778090000152588,1.2738964557647705,0.001,11.74561637791874,CELU1,2,,,,,,,,,,,
-1.1924817814983293,1.5095314534002708,2.8595267536489506,0.2917578125,-1.013048051894684,0.8828294639404827,1.9495938203139405,0.27619873046875,0.29996801872169604,0.4895903848457535,-0.010170541166009482,-0.009165068412342346,0.013341093545794944,2.7435092596128623,-0.022945881871273742,0.11616421741768829,-0.9617954355009383,1.3479835042484831,0.3892307800812552,1.1964349838331652,0.4601505368967873,0.2543427348136902,0.9286999702453613,0.4601505363682057,0.0856279207825993,0.07867603181816313,0.16430395260082847,6.605826996519681e-14,0.46041015625,0.46041015625,0.29578125,0.59189453125,0.06627077087759972,0,1.1612874004640616e-06,1.0,10,625,ref,3.4813456535339355,1.1751104593276978,0.001,12.112502305451248,CELU1,2,,,,,,,,,,,
