step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,stable_rank_W_alive,neg_gate_frac,eval_loss
0,A_w5_T10000_std_lr0.01_s0,0.4,0,0.2,1.82804,1.55535,0.223209,0.46,0,113.291,64.9407,1.74453,4.73645,0.356371,2.80606,1.94029,0.4,8.09569
0,A_w5_T10000_std_lr0.01_s1,0.2,0,0.2,2.35741,2.30647,0.135152,0.5,0,34.3079,103.188,0.33248,4.92291,0.309387,3.2322,3.14521,0.2,3.05418
0,A_w5_T10000_std_lr0.01_s2,0.6,0,0.6,1.96811,1.88248,0.198467,0.5,0,0.698533,4.11281,0.169843,4.76964,0.335994,2.97624,1.57733,0.6,0.912821
0,A_w5_T10000_std_lr0.01_s3,0.4,0.1,0.2,1.91915,2.61144,0.161373,0.45,0,55.6882,73.4907,0.757758,4.90449,0.343714,2.90939,2.25024,0.4,4.8361
0,A_w5_T10000_std_lr0.01_s4,0.2,0,0.2,3.32572,1.78232,0.176737,0.52,0,6.22992,22.3114,0.279226,4.86496,0.375398,2.66384,2.7128,0.2,4.01171
1000,A_w5_T10000_std_lr0.01_s0,0.6,0.1,0.4,1.39557,1.07423,0.236778,0.46,0,24.6925,60.7403,0.406525,4.53246,0.511567,1.95478,1.26662,0.6,1.56895
1000,A_w5_T10000_std_lr0.01_s1,0.4,0,0.4,2.10439,1.22809,0.195996,0.49,0,0.326858,25.3636,0.0128869,4.69518,0.51295,1.94951,1.53069,0.4,0.649275
1000,A_w5_T10000_std_lr0.01_s2,0.6,0,0.6,1.53345,1.31813,0.212319,0.52,0,2.08868,13.6358,0.153177,4.68205,0.422877,2.36476,1.35839,0.6,0.318927
1000,A_w5_T10000_std_lr0.01_s3,0.4,0,0.4,2.50898,1.37844,0.233725,0.45,0,1.19698,101.664,0.0117739,4.66299,0.526542,1.89918,1.45727,0.4,1.4721
1000,A_w5_T10000_std_lr0.01_s4,0.2,0,0.2,2.69747,1.20589,0.22815,0.54,0,0.289317,22.0635,0.0131129,4.69879,0.495166,2.01952,1.74381,0.2,0.744586
