zbar_cur,sigma_cur,between_cur,pos_frac,zbar_inv,sigma_inv,between_inv,pos_frac_inv,var_off,var_wid,var_cross,rowmean,rowmean_sd,cnorm,bias,bias_sd,star,star_sd,eps_max,w2col,gate_mean,ce_probe,acc,gbar,gvar_mean,gbar_var,pooled_var,g3_ident,cov,cov_abs,cov10,cov50,q10_med,hard_dead,gmin,gmax,gcorr,gcorr_degenerate,task,step,clamp,arm,seed
0.7553130606138236,1.0590410571513957,0.4496550993602771,0.7422265625,0.2120570534193421,0.35500071465914657,0.3363035848463607,0.6349609375,0.037025030779873756,0.08744573072742101,0.0015547459012100048,0.0018506710195978322,0.005376949976637936,1.1686272942048548,0.019271855773986317,0.03163384251002755,0.20885054547857543,0.5472278053737533,0.1766118123447592,0.7655757388876041,0.7611008907901075,0.31365591287612915,0.9161999821662903,0.7611008910050026,0.12390298000886649,0.04353130326102243,0.16743428326988902,1.1102230246251565e-16,0.16958984375,0.16958984375,0.1252734375,0.2577734375,0.24751463681459426,0,-0.12890414893627167,1.1289042234420776,0.23920144532389617,0,1,625,ref,GELU,2
0.0022550942797578744,1.27128695064962,1.8282445801777059,0.5077734375,0.08434233791635366,0.4875570322266961,0.7132494981005055,0.55521728515625,0.0768170671788075,0.162073537319298,-0.0011787448244019547,0.0006790150320337969,0.008162641028573382,1.565916347222482,0.021846416437765585,0.04257147950903182,0.09140323053358496,0.8274212132967715,0.2889203837921497,0.8393934569287587,0.5092709049886694,0.2410893589258194,0.9315000176429749,0.509270905071593,0.13663081955463374,0.1194000586983321,0.25603087825296544,3.885780586188048e-16,0.42357421875,0.42357421875,0.3784375,0.4922265625,-0.09167392402887345,0,-0.12890416383743286,1.1289042234420776,0.24595751532666535,0,2,625,ref,GELU,2
-0.3247594212606476,1.2620360700775044,2.2983000894455214,0.40681640625,-0.14066121905497234,0.583258740786738,1.1140860474759138,0.452548828125,0.118957944862867,0.22395557445498965,-0.0027227606137256244,-0.0014256995869725854,0.010092658487490101,1.8436357833264,0.020850974333588967,0.0517424436864252,-0.1251945717134721,1.0229775301249042,0.3365871380124148,0.9107551250345383,0.39642605186427815,0.25737422704696655,0.9233999848365784,0.3964260513142948,0.1183807224204666,0.13414604125379045,0.2525267636742572,1.1102230246251565e-16,0.5312109375,0.5312109375,0.48568359375,0.59318359375,-0.11691147238016128,0,-0.12890414893627167,1.1289042234420776,0.3934008523328792,0,3,625,ref,GELU,2
-0.5738424242612459,1.3047920564607227,2.196407554441235,0.35701171875,-0.3897931880321711,0.649775862910631,1.2996433822749767,0.37581054687500004,0.14828058608381642,0.27349932031452395,0.0004287656229147649,-0.0038247004663207497,0.010718002355432387,2.0499057794531685,0.019612713192909723,0.0574862207051893,-0.37218123356440513,1.086745701319659,0.4072783938205886,0.9741528483870965,0.3438258056448315,0.2632351517677307,0.925599992275238,0.34382580577476946,0.12189498118386734,0.11923424542551016,0.24112922660937589,1.609823385706477e-15,0.58283203125,0.58283203125,0.53818359375,0.64298828125,-0.11698921918869018,0,-0.12890417873859406,1.128904104232788,0.49182102194527993,0,4,625,ref,GELU,2
-0.8562078536134543,1.309976440955904,2.789072427840424,0.295859375,-0.5698775369092292,0.7161431306975592,1.601231655990956,0.32931640625,0.20092908306739724,0.31675689203687085,-0.0048249914589667455,-0.005562537443847806,0.01202263432245458,2.2089473639595623,0.017301678823423573,0.06289055828636074,-0.5525124852663899,1.2225122064979923,0.36693059182386756,1.0360047485880692,0.27578112903605134,0.2589870095252991,0.9283999800682068,0.27578112909665853,0.09430757415576789,0.1316793587946758,0.22598693295044497,1.27675647831893e-15,0.65978515625,0.65978515625,0.62388671875,0.704140625,-0.11996608972549438,0,-0.12890416383743286,1.1289042234420776,0.5346099847019797,0,5,625,ref,GELU,2
-1.0070996684954912,1.3421252500285763,2.766352219175157,0.26583984375,-0.7468355623431386,0.7731516026731582,1.8134040569952117,0.28028564453125004,0.2508736679333395,0.3596991780298984,-0.012809445247164819,-0.007277381388618189,0.012889740582788904,2.3486147040878853,0.01515068817185238,0.06711591599822077,-0.7303283372870361,1.3163187776673115,0.40659143026418454,1.0992778650459964,0.24333236561159802,0.27485549449920654,0.9254000186920166,0.24333236568059177,0.09241715949270038,0.11663047515301793,0.2090476346457149,3.3861802251067274e-15,0.6903125,0.6903125,0.65287109375,0.73416015625,-0.11965015828609467,0,-0.12890414893627167,1.128904104232788,0.5560895838304293,0,6,625,ref,GELU,2
-1.2294844974278363,1.3318802305124449,3.1805575398885613,0.24224609375,-0.9277358481940606,0.8253911939574505,1.9702782954353082,0.24900146484375005,0.2974537044094349,0.39927292840419537,-0.015456009751124666,-0.009068232176478279,0.013324957520818767,2.4670022840435437,0.012778406952566001,0.07234250916281312,-0.9161514545672474,1.368063908570056,0.42126428269660343,1.1576820094068387,0.21981797780260795,0.23197868466377258,0.9307000041007996,0.21981797739521952,0.08170512725200137,0.11472453043073552,0.1964296576827335,3.4139358007223564e-15,0.71755859375,0.71755859375,0.6858203125,0.75775390625,-0.11904129087924957,0,-0.12890416383743286,1.128904104232788,0.4492579060435517,0,7,625,ref,GELU,2
-1.0008931995882246,1.3757563397292298,2.9909601420811396,0.283125,-0.9699304953723556,0.8575176126671175,2.059754531934511,0.25420166015624995,0.31130046531465444,0.43631234721466255,-0.01227635649500463,-0.00947649999135908,0.013493577356593461,2.5910312616361546,0.0131858256860869,0.07454112582031866,-0.9575660974395097,1.3850972835762962,0.41890133851810335,1.2135168322440417,0.26443018834103854,0.27510932087898254,0.923799991607666,0.26443018808272195,0.10531903975224079,0.10856703713381081,0.2138860768860499,1.6930901125533637e-15,0.6684375,0.6684375,0.6293359375,0.716875,-0.11868318915367126,0,-0.12890417873859406,1.128904104232788,0.5517963821248559,0,8,625,ref,GELU,2
-1.2285976929602132,1.3724887111684057,3.2480561191980475,0.24580078125,-1.0449559727996087,0.9070691979054146,2.407288216114859,0.25838378906250004,0.3594127625257414,0.47526353740494043,-0.011901770141909651,-0.010118807875887757,0.014543392871762859,2.6944892976628636,0.010967109125340357,0.07819024441828726,-1.025581428226341,1.497753762046728,0.40828890806794016,1.2658736280240437,0.22493198950615287,0.26150384545326233,0.9229999780654907,0.22493198922029464,0.088968067512189,0.10661520572621763,0.19558327323840555,1.0824674490095276e-15,0.710546875,0.710546875,0.674375,0.75419921875,-0.11969460695981979,0,-0.12890417873859406,1.1289042234420776,0.642853723162952,0,9,625,ref,GELU,2
-1.3606560865752044,1.4684032123731956,3.457894732422064,0.24673828125,-1.2106335626302438,0.9603866831591701,2.6137078212679086,0.2441552734375,0.41764294620460907,0.5150061731983598,-0.010306538213496953,-0.011590975380287432,0.0151791426207306,2.7980967899150953,0.008011859870748594,0.08212914428064136,-1.179342295310521,1.5672739741317376,0.41277821563606554,1.3229517622485327,0.22968704141632187,0.25308218598365784,0.9296000003814697,0.2296870416576916,0.09197529351829303,0.10383341355731888,0.1958087070756132,1.27675647831893e-15,0.70966796875,0.70966796875,0.676015625,0.75326171875,-0.1147119790315628,0,-0.12890416383743286,1.1289042234420776,0.5857005421017399,0,10,625,ref,GELU,2
