step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,stable_rank_W_alive,neg_gate_frac,eval_loss
0,A_w100_T10000_std_lr0.01_s0,0.32,0.0183838,0.31,7.50413,5.16065,0.180456,0.502818,0,1.71976,19.4306,0.0885077,19.4214,0.102286,9.77649,8.85279,0.32,0.344208
0,A_w100_T10000_std_lr0.01_s1,0.17,0.0179798,0.15,8.20744,4.94327,0.181903,0.499414,0.00020202,135.041,41.243,3.27428,19.4848,0.101292,9.87246,9.50069,0.17,4.5688
0,A_w100_T10000_std_lr0.01_s2,0.23,0.00545455,0.2,9.62416,5.11599,0.177183,0.500475,0,306.527,94.8985,3.23005,19.4764,0.0900978,11.0991,10.1377,0.23,12.3471
0,A_w100_T10000_std_lr0.01_s3,0.22,0.0246465,0.2,7.02102,4.98807,0.180188,0.499232,0,71.7525,61.4929,1.16684,19.4487,0.0928081,10.7749,9.80023,0.22,2.02472
0,A_w100_T10000_std_lr0.01_s4,0.32,0.0212121,0.26,6.77151,5.05051,0.18046,0.499353,0,41.0238,27.1662,1.5101,19.4632,0.0932401,10.725,9.58419,0.32,0.944858
0,A_w100_T10000_std_lr0.01_s5,0.19,0.00585859,0.17,9.90312,5.2273,0.18146,0.500354,0,137.553,60.5877,2.27032,19.4684,0.105949,9.43854,8.74647,0.19,7.04634
0,A_w100_T10000_std_lr0.01_s6,0.25,0.0193939,0.24,7.61144,4.77472,0.183758,0.498535,0,104.844,98.5759,1.06359,19.3497,0.0994398,10.0563,9.8288,0.25,2.41961
0,A_w100_T10000_std_lr0.01_s7,0.32,0.0157576,0.3,7.33308,4.68862,0.17799,0.500778,0,1.10768,27.9651,0.0396094,19.5157,0.0887446,11.2683,9.86902,0.32,0.510263
0,A_w100_T10000_std_lr0.01_s8,0.21,0.0278788,0.21,6.60409,4.92963,0.18496,0.503162,0,490.989,137.302,3.57597,19.4034,0.114162,8.75948,7.38638,0.21,6.93734
0,A_w100_T10000_std_lr0.01_s9,0.25,0.00626263,0.2,9.83799,5.27057,0.177068,0.499152,0,214.23,81.6555,2.62359,19.5785,0.0925677,10.8029,9.93139,0.25,7.47258
1000,A_w100_T10000_std_lr0.01_s0,0.31,0.0167677,0.31,7.69381,5.16855,0.1805,0.503141,0,0.0189009,0.0598203,0.315962,19.4219,0.102083,9.79591,8.92886,0.31,0.00129536
1000,A_w100_T10000_std_lr0.01_s1,0.18,0.019798,0.15,7.89748,4.91707,0.181748,0.499636,0.00020202,0.00457277,0.0273547,0.167166,19.4896,0.101141,9.88714,9.38886,0.18,0.000542886
1000,A_w100_T10000_std_lr0.01_s2,0.22,0.00666667,0.2,8.90242,5.09612,0.177017,0.500586,0,0.000599945,0.05766,0.0104049,19.483,0.0898107,11.1345,10.1479,0.22,0.000946522
1000,A_w100_T10000_std_lr0.01_s3,0.23,0.0228283,0.2,7.42111,4.95965,0.179884,0.499152,0,0.00286772,0.0281766,0.101776,19.4567,0.0921905,10.8471,9.66151,0.23,0.00065692
1000,A_w100_T10000_std_lr0.01_s4,0.34,0.0183838,0.27,6.94174,5.06389,0.180349,0.499495,0,0.0226624,0.0639165,0.354562,19.4649,0.0928856,10.7659,9.76385,0.34,0.00143573
1000,A_w100_T10000_std_lr0.01_s5,0.19,0.00707071,0.17,9.52039,5.10747,0.181269,0.500141,0,0.0495466,0.0919467,0.538862,19.4669,0.105663,9.46405,8.80333,0.19,0.00253228
1000,A_w100_T10000_std_lr0.01_s6,0.25,0.0159596,0.24,7.94349,4.88262,0.183536,0.498071,0,0.0175746,0.0350601,0.50127,19.353,0.100218,9.97822,9.72582,0.25,0.000797627
