zbar_cur,sigma_cur,between_cur,pos_frac,zbar_inv,sigma_inv,between_inv,pos_frac_inv,var_off,var_wid,var_cross,rowmean,rowmean_sd,cnorm,bias,bias_sd,star,star_sd,eps_max,w2col,gate_mean,ce_probe,alpha_med,acc,gbar,gvar_mean,gbar_var,pooled_var,g3_ident,cov,cov_abs,cov10,cov50,q10_med,hard_dead,gmin,gmax,task,step,clamp,ce20,ce_probe0,acc_all_ablated,dce_abs_mean,dce_abs_med,arm,iv,seed,acc_test0,S2,D2,rho_mean,kap2,graw2,g4_ident,n_frozen
0.18903331029976453,0.7900915766353622,0.26691035367105176,0.56322265625,0.024089484558670948,0.2878035638501557,0.16434318963915723,0.5115991210937499,0.019647462209580753,0.06274776971656044,0.0004356594387095039,0.00016925983402701978,0.0038688175098773514,0.9858227693155629,0.011125410197128077,0.0298946881874568,0.028464017229204296,0.3972142188811065,0.1671211124542833,0.7062299975133,1.0572390176530462,0.23182618618011475,0.8292193412780762,0.920799970626831,1.0572390193061438,0.41395306247918073,0.07110379961374488,0.4850568620929259,2.7755575615628914e-16,0.195625,0.195625,0.119921875,0.29599609375,0.0709915339946747,0,0.0,2.0,1,625,ref,1.3940575122833252,0.23182618618011475,0.091796875,0.0016659969091415406,0.0013080090284347534,SNA,none,0,,,,,,,,
-0.20792107947747532,1.0266215210679077,0.6300842031333181,0.4058203125,-0.13916545213826206,0.40431416483383226,0.39027612622575025,0.40681152343750004,0.05009331887659199,0.11331923490314937,5.739010553801834e-05,-0.0013546028122900866,0.006033239676501922,1.335094490323368,0.010348696228465997,0.036449746376241335,-0.12841385179042064,0.6138955720390779,0.18861768984654215,0.7502684966004974,0.8925285026128403,0.20172913372516632,0.6360157132148743,0.9319000244140625,0.8925285025534686,0.4200241192372661,0.06875218330897757,0.48877630254624954,5.828670879282072e-15,0.27623046875,0.27623046875,0.17248046875,0.39111328125,0.034904152154922485,0,0.0,2.0,2,625,ref,0.7300712466239929,0.20172913372516632,0.091796875,0.0025637593865394594,0.001855902373790741,SNA,none,0,,,,,,,,
-0.24223446731555498,1.0702398444856231,0.7845198933757642,0.36966796875,-0.21285592016783517,0.47825433110308785,0.4934842708062922,0.37692626953125,0.06632618368357074,0.1636315994046699,-0.001230577869378529,-0.001986917078040811,0.00683207249426312,1.5643107169136663,0.010947872314136475,0.044637757049379015,-0.1925875654907432,0.6970531242680266,0.3078669542589365,0.7871494310454846,0.8453676085162443,0.2645967900753021,0.618598461151123,0.9086999893188477,0.8453676095197443,0.40503197338837355,0.07312511622382986,0.4781570896122009,2.4980018054066022e-15,0.2956640625,0.2956640625,0.18611328125,0.41845703125,0.031108784675598144,0,0.0,2.0,3,625,ref,1.050031304359436,0.2645967900753021,0.130859375,0.0036285534501075745,0.001975029706954956,SNA,none,0,,,,,,,,
-0.46896152270962965,1.0651724329200125,0.9245050571012672,0.33029296875,-0.35606598906734094,0.531082611200013,0.5720034001304731,0.32661621093750004,0.08371648298306723,0.1975626646943598,0.0007695922415972334,-0.0033816327937873686,0.007243146944341218,1.722159943145437,0.009312657862319612,0.05103928434091705,-0.33709440601853813,0.7390322126073098,0.28924367044420984,0.813120217065078,0.8084453781391494,0.22791151702404022,0.6482119560241699,0.9228000044822693,0.808445378766628,0.40981453065492635,0.05515687778547768,0.46497140844040225,1.7763568394002505e-15,0.31150390625,0.31150390625,0.196875,0.440078125,0.02244701385498047,0,0.0,2.0,4,625,ref,1.3391379117965698,0.22791151702404022,0.091796875,0.003253169357776642,0.0015869513154029846,SNA,none,0,,,,,,,,
-0.4319808564523636,1.0596313769470571,0.6414077819485045,0.317265625,-0.41356166816553286,0.575126380653421,0.6051896644976004,0.30543701171875004,0.09283052734885866,0.23792271402066137,1.711235398383651e-05,-0.003993876074254899,0.007409729101522667,1.8625894752157977,0.009980975950602442,0.057009390890113504,-0.3991429499021341,0.7536021498471666,0.3063400295027541,0.8424314001724525,0.7942753188859206,0.19395749270915985,0.651063084602356,0.9282000064849854,0.7942753193562385,0.40774983803667,0.055991804806289854,0.46374164284295744,2.3869795029440866e-15,0.31890625,0.31890625,0.20275390625,0.4492578125,0.02190000414848328,0,0.0,2.0,5,625,ref,1.1344020366668701,0.19395749270915985,0.091796875,0.002366282045841217,0.0011444315314292908,SNA,none,0,,,,,,,,
-0.47163555911504657,1.088826857853736,0.5801750694409695,0.3008984375,-0.46898153084633054,0.6086227004574687,0.599363058798288,0.28341064453125,0.098252305484079,0.27245781535158675,-0.00028852932352409243,-0.0045020581600824835,0.007397628421854073,1.994239989109647,0.011764677909668534,0.06172730195658533,-0.4494163088373779,0.7530869574319394,0.2935226004943359,0.8668095457333933,0.7608583192632068,0.22007212042808533,0.6365886926651001,0.9262999892234802,0.7608583164599259,0.3959564920446631,0.056947293397952556,0.4529037854426152,4.440892098500626e-16,0.3383203125,0.3383203125,0.21474609375,0.47048828125,0.01848028302192688,0,0.0,2.0,6,625,ref,1.014387845993042,0.22007212042808533,0.091796875,0.0029053410887718203,0.0016438066959381104,SNA,none,0,,,,,,,,
-0.6728210293741351,1.1466915919368954,1.1347806046380957,0.29240234375,-0.5360292031161512,0.6426560130641982,0.659089783541105,0.2740234375,0.11322665221505185,0.30048878118837397,-0.0007086822758549827,-0.005206618349253518,0.007701564088209389,2.1122358356305977,0.01211031241400633,0.06351266415735146,-0.5212442784294007,0.7832780076450818,0.3055388597191003,0.8934092783129324,0.7759082061238587,0.23169825971126556,0.6127144694328308,0.9190999865531921,0.7759082067140843,0.39832955651744684,0.05137700081270355,0.44970655733014553,4.884981308350689e-15,0.325,0.325,0.2046875,0.45689453125,0.021187937259674074,0,0.0,2.0,7,625,ref,1.283126950263977,0.23169825971126556,0.091796875,0.00399466410279274,0.002273358404636383,SNA,none,0,,,,,,,,
-0.5199091059660103,1.097788661654103,0.5852230154446852,0.3107421875,-0.5756740108563863,0.6623734455012763,0.60688498805532,0.26472412109375,0.11286024631774655,0.3283399192559104,-0.002461584268424596,-0.005481179826960337,0.007489990896879558,2.2226180086656573,0.013044570001948159,0.06545886056160934,-0.5484354978364603,0.7579986976986485,0.4181422272641344,0.912361228927012,0.7869193046155851,0.20881859958171844,0.599708616733551,0.9269999861717224,0.7869193049392197,0.4083089527879787,0.050671828789878026,0.4589807815778493,7.438494264988549e-15,0.3213671875,0.3213671875,0.2024609375,0.45498046875,0.025111782550811767,0,0.0,2.0,8,625,ref,1.044175386428833,0.20881859958171844,0.091796875,0.003328833878040314,0.0019210949540138245,SNA,none,0,,,,,,,,
-0.6054091753031559,1.1060530635190475,0.7895719780873394,0.29576171875,-0.6195829738117772,0.6930430807920575,0.6331018762459044,0.26322998046875,0.12442439085992735,0.35724196272032266,-0.0013576417465036076,-0.0059996122768313075,0.00767948955065646,2.3164718717346604,0.013081606137566268,0.0690037933923913,-0.6015055474584375,0.7762652621305756,0.4012551339504714,0.9314783683357369,0.7758982191781979,0.22813814878463745,0.6346272826194763,0.9214000105857849,0.775898219125811,0.400434498581634,0.05402062510648104,0.4544551236881128,2.220446049250313e-15,0.32732421875,0.32732421875,0.206484375,0.45857421875,0.018425893783569337,0,0.0,2.0,9,625,ref,1.1019150018692017,0.22813814878463745,0.091796875,0.0042305469512939455,0.001905687153339386,SNA,none,0,,,,,,,,
-0.6324894618375452,1.1368102030336495,0.6014076320189768,0.28810546875,-0.6066337352243899,0.7091473759383027,0.5734279011858372,0.2728662109375,0.11381311438570677,0.38931566812128326,-0.00023878170680970866,-0.0059383648526515976,0.007183760732754953,2.4020337313239857,0.015984088574768976,0.07286259978244088,-0.5923290129067245,0.7279953015868681,0.4082200237475062,0.9451627815887269,0.7511154879617971,0.18942715227603912,0.6066944003105164,0.9273999929428101,0.7511154898884707,0.39769636542950854,0.0433855352782294,0.441081900707738,5.551115123125783e-17,0.335625,0.335625,0.21177734375,0.47263671875,0.02088448405265808,0,0.0,2.0,10,625,ref,1.0906695127487183,0.18942715227603912,0.091796875,0.0035622934997081757,0.002165190875530243,SNA,none,0,,,,,,,,
