task,f,shock_ce,shock_acc,gate_corr,gate_l1,N,N2,D2,cos,arm,k,act,param,seed,actname,gw2,g2,e2,xi,R,graw,phi2_batch,alive,addgap,S2,rho,sigma,zbar,nz,acc
1,1.0,2.3016276359558105,0.103515625,,,1.1550821915930285,1.3421115221807813,0.9968032858931284,0.01230448014090473,K010_LR,0.1,leaky,0.1,0,LR,,,,,,,,,,,,,,,
2,0.9017857142857143,0.3540474772453308,0.894775390625,0.8597326588351882,0.0768492517846874,1.4205212616369107,2.033594976362586,0.34402752648777435,0.2522491131271142,K010_LR,0.1,leaky,0.1,0,LR,,,,,,,,,,,,,,,
3,0.9005102040816326,0.2699204981327057,0.92822265625,0.9169176588963115,0.05938295008171642,1.6229439543553852,2.6605957439368404,0.27928326386720603,0.22314776513010892,K010_LR,0.1,leaky,0.1,0,LR,,,,,,,,,,,,,,,
4,0.9017857142857143,0.2721388339996338,0.9130859375,0.8969693794118389,0.08141648233170042,1.7908966322408884,3.2452010239047695,0.26146021523584706,0.1877471078815989,K010_LR,0.1,leaky,0.1,0,LR,,,,,,,,,,,,,,,
5,0.9005102040816326,0.20929701626300812,0.9345703125,0.8859805393328805,0.09825084124243062,1.934246082354703,3.791253596242898,0.25066147431820823,0.15714648922335453,K010_LR,0.1,leaky,0.1,0,LR,,,,,,,,,,,,,,,
6,0.9017857142857143,0.20528103411197662,0.9375,0.8869574256036911,0.10041865481599502,2.075981415607135,4.369689094848654,0.2666824144346302,0.15017072447295537,K010_LR,0.1,leaky,0.1,0,LR,,,,,,,,,,,,,,,
7,0.9005102040816326,0.23506063222885132,0.924072265625,0.8674367490360265,0.12090931556764835,2.194880661702504,4.887115537235793,0.24304402125373847,0.12843638805857338,K010_LR,0.1,leaky,0.1,0,LR,,,,,,,,,,,,,,,
8,0.9005102040816326,0.22533003985881805,0.925048828125,0.8806480923670621,0.11206317877687141,2.3019648037784437,5.376050920940513,0.2248975004349737,0.12209271710493777,K010_LR,0.1,leaky,0.1,0,LR,,,,,,,,,,,,,,,
9,0.9017857142857143,0.1538422852754593,0.951904296875,0.8682632770187471,0.12810993442124932,2.408668310127017,5.884930607038268,0.23919762133479452,0.11559637825181117,K010_LR,0.1,leaky,0.1,0,LR,,,,,,,,,,,,,,,
10,0.9017857142857143,0.12915228307247162,0.9638671875,0.8954278743170891,0.10288651452049968,2.5026402430734835,6.353686073392108,0.24603362850909993,0.08859322987522593,K010_LR,0.1,leaky,0.1,0,LR,,,,,,,,,,,,,,,
11,0.9030612244897959,0.20502202212810516,0.931640625,0.8473931651400081,0.15131119315673872,2.5927918337131235,6.823566163411781,0.24686599702850323,0.08418792409591455,K010_LR,0.1,leaky,0.1,0,LR,,,,,,,,,,,,,,,
12,0.9017857142857143,0.21485787630081177,0.93017578125,0.859959555493203,0.14113193068019939,2.6788614309033414,7.282894529199201,0.2499147816900491,0.07727262059662335,K010_LR,0.1,leaky,0.1,0,LR,,,,,,,,,,,,,,,
13,0.9030612244897959,0.1650719940662384,0.94677734375,0.8615825016621415,0.1401804121618148,2.756195798872251,7.705435218624191,0.23514816279323958,0.07081056684125764,K010_LR,0.1,leaky,0.1,0,LR,,,,,,,,,,,,,,,
14,0.9005102040816326,0.1346825659275055,0.956298828125,0.886602249964108,0.11497905119511667,2.8365105127012735,8.157409916339994,0.24136872595740655,0.07589355583937438,K010_LR,0.1,leaky,0.1,0,LR,,,,,,,,,,,,,,,
15,0.9005102040816326,0.18275520205497742,0.937744140625,0.8535098094762315,0.1457949488560976,2.903942929784763,8.547581224195598,0.2301780114944636,0.055811675531562466,K010_LR,0.1,leaky,0.1,0,LR,,,,,,,,,,,,,,,
16,0.9017857142857143,0.15385884046554565,0.95166015625,0.8422480729307253,0.15858866190459323,2.9798131421008396,8.994964146853725,0.24946667229174083,0.06843597655150965,K010_LR,0.1,leaky,0.1,0,LR,,,,,,,,,,,,,,,
17,0.9005102040816326,0.13728035986423492,0.95654296875,0.8421814805784477,0.1610433666507207,3.048735703427445,9.41179863128082,0.23383216581457614,0.06184743906976396,K010_LR,0.1,leaky,0.1,0,LR,,,,,,,,,,,,,,,
18,0.9017857142857143,0.15404435992240906,0.9521484375,0.8447510369863397,0.15791565466255386,3.11465876034431,9.823376621910107,0.2630136963733495,0.04592027092256244,K010_LR,0.1,leaky,0.1,0,LR,,,,,,,,,,,,,,,
