step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,stable_rank_W_alive,neg_gate_frac,eval_loss
0,A_w100_T10000_std_lr0.01_s0,0.32,0.0139394,0.31,7.71295,5.12546,0.180499,0.503283,0,10.304,16.1361,0.638569,19.4182,0.101892,9.8143,8.8981,0.32,1.35205
0,A_w100_T10000_std_lr0.01_s1,0.17,0.0161616,0.15,8.32133,4.95173,0.181989,0.499111,0.00020202,13.7431,30.7635,0.446736,19.4858,0.101473,9.85485,9.48561,0.17,2.31772
0,A_w100_T10000_std_lr0.01_s2,0.22,0.00505051,0.2,9.59822,5.10632,0.177025,0.50095,0,0.902601,16.1992,0.055719,19.4826,0.090065,11.1031,10.2467,0.22,1.00337
0,A_w100_T10000_std_lr0.01_s3,0.21,0.0282828,0.2,6.99809,4.9574,0.18021,0.498879,0,3.47559,18.2415,0.190532,19.4476,0.0925671,10.803,9.93625,0.21,1.03575
0,A_w100_T10000_std_lr0.01_s4,0.32,0.0230303,0.26,6.81365,5.08487,0.180232,0.499202,0,9.62594,50.8494,0.189303,19.4672,0.0928604,10.7689,9.63917,0.32,2.11632
0,A_w100_T10000_std_lr0.01_s5,0.19,0.00444444,0.17,10.1499,5.22798,0.181438,0.500061,0,0.586329,14.0829,0.0416342,19.4686,0.106151,9.42052,8.73155,0.19,1.12817
0,A_w100_T10000_std_lr0.01_s6,0.23,0.020404,0.22,7.45227,4.77843,0.183867,0.498556,0,3.47637,51.8259,0.0670779,19.35,0.0992326,10.0773,9.97921,0.23,2.1668
0,A_w100_T10000_std_lr0.01_s7,0.32,0.0165657,0.3,7.50413,4.7176,0.17787,0.500515,0,1.77635,54.4652,0.0326144,19.5169,0.088441,11.307,9.99018,0.32,2.64962
0,A_w100_T10000_std_lr0.01_s8,0.21,0.0270707,0.21,6.66466,4.94401,0.184968,0.502475,0,39.1518,51.4673,0.760712,19.4017,0.114352,8.74491,7.37236,0.21,2.99144
0,A_w100_T10000_std_lr0.01_s9,0.24,0.00666667,0.2,9.8055,5.37026,0.177145,0.498909,0,40.7307,49.5514,0.821987,19.5766,0.0931066,10.7404,9.77072,0.24,4.34725
10000,A_w100_T10000_std_lr0.01_s0,0.35,0.000606061,0.33,16.7103,6.51082,0.181659,0.504101,0,0.00259679,0.0234581,0.110699,19.374,0.105899,9.44295,8.20818,0.35,0.000118957
10000,A_w100_T10000_std_lr0.01_s1,0.19,0.00525253,0.19,16.264,5.74536,0.182366,0.498626,0,0.00984622,0.0785189,0.125399,19.4343,0.10066,9.93443,9.33323,0.19,0.000527632
10000,A_w100_T10000_std_lr0.01_s2,0.2,0.00181818,0.2,14.3259,5.59482,0.178662,0.500626,0,0.000289443,0.0449581,0.00643806,19.4185,0.0921528,10.8515,9.54021,0.2,0.000357108
10000,A_w100_T10000_std_lr0.01_s3,0.27,0.000808081,0.27,14.2516,5.65812,0.181127,0.498717,0,0.0066215,0.0428522,0.154519,19.3885,0.0964757,10.3653,8.97587,0.27,0.00030848
