step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,stable_rank_W_alive,neg_gate_frac,eval_loss
0,A_w100_T10000_std_lr0.01_s0,0.31,0.0121212,0.27,8.04051,5.18078,0.177387,0.498909,0,12.059,31.3804,0.384284,19.5368,0.0861591,11.6064,9.616,0.31,2.21067
0,A_w100_T10000_std_lr0.01_s1,0.32,0.0177778,0.3,7.13682,4.65277,0.179458,0.499758,0.00020202,21.8892,58.6026,0.373519,19.4652,0.0904909,11.0508,10.059,0.32,2.89816
0,A_w100_T10000_std_lr0.01_s2,0.31,0.0260606,0.3,6.72903,4.88519,0.182871,0.499687,0,114.618,121.947,0.9399,19.3785,0.102298,9.77535,8.59011,0.31,6.18178
0,A_w100_T10000_std_lr0.01_s3,0.28,0.0357576,0.26,5.81339,4.97715,0.174526,0.501404,0,6.61709,28.219,0.234491,19.5897,0.0838826,11.9214,10.8071,0.28,1.1001
0,A_w100_T10000_std_lr0.01_s4,0.35,0.0214141,0.33,6.08264,4.50325,0.177397,0.500091,0,184.174,79.0215,2.33069,19.5305,0.0861506,11.6076,9.73471,0.35,5.59513
0,A_w100_T10000_std_lr0.01_s5,0.29,0.00787879,0.26,8.41376,5.18688,0.183358,0.496485,0,1.25755,29.4986,0.0426307,19.3494,0.0975566,10.2505,9.0803,0.29,1.85926
0,A_w100_T10000_std_lr0.01_s6,0.22,0.0230303,0.17,7.17988,4.66903,0.180866,0.499061,0,78.9299,36.7543,2.1475,19.5085,0.0907172,11.0233,10.2898,0.22,4.10072
0,A_w100_T10000_std_lr0.01_s7,0.27,0.00626263,0.2,8.52925,4.89529,0.179908,0.49996,0,24.7834,34.8953,0.710221,19.508,0.0938861,10.6512,10.3187,0.27,4.91028
0,A_w100_T10000_std_lr0.01_s8,0.26,0.00505051,0.22,9.24533,5.28472,0.179218,0.498828,0.00020202,0.550752,21.5544,0.0255517,19.4592,0.0984644,10.156,9.61346,0.26,1.58312
0,A_w100_T10000_std_lr0.01_s9,0.28,0.0216162,0.25,7.22729,4.73533,0.183319,0.499293,0,16.7976,37.0088,0.453881,19.3838,0.0987247,10.1292,9.17089,0.28,2.87496
0,A_w100_T10000_std_lr0.01_s10,0.31,0.0179798,0.27,6.98261,5.04135,0.179804,0.499091,0,8.44856,58.0746,0.145478,19.4598,0.0905072,11.0488,9.14533,0.31,2.7626
0,A_w100_T10000_std_lr0.01_s11,0.2,0.0109091,0.19,8.50562,5.1496,0.183804,0.500253,0,25.7715,35.5138,0.725677,19.4002,0.0988731,10.114,10.01,0.2,2.79194
0,A_w100_T10000_std_lr0.01_s12,0.23,0.0153535,0.2,7.73694,4.79032,0.179339,0.500172,0,0.489881,23.9498,0.0204545,19.4878,0.0943615,10.5975,10.8583,0.23,1.14722
0,A_w100_T10000_std_lr0.01_s13,0.23,0.0113131,0.18,8.4181,4.84091,0.178677,0.49903,0.00020202,3.99464,34.3495,0.116294,19.4618,0.0945661,10.5746,9.29485,0.23,2.00564
0,A_w100_T10000_std_lr0.01_s14,0.32,0.0226263,0.27,6.48619,4.53865,0.179913,0.498202,0,84.1108,87.6279,0.959864,19.4856,0.0924577,10.8158,9.82924,0.32,5.59676
0,A_w100_T10000_std_lr0.01_s15,0.29,0.00828283,0.27,8.15928,5.13147,0.181521,0.502,0,0.898722,10.1025,0.0889604,19.4825,0.103187,9.69112,8.48633,0.29,0.708325
0,A_w100_T10000_std_lr0.01_s16,0.22,0.0137374,0.19,8.85495,5.44373,0.181228,0.499939,0,0.234093,15.9617,0.0146659,19.4066,0.0995357,10.0467,9.0016,0.22,1.36353
0,A_w100_T10000_std_lr0.01_s17,0.31,0.0143434,0.29,7.37182,4.99869,0.182255,0.499647,0,3.49661,22.5993,0.154722,19.3904,0.103427,9.66862,9.02324,0.31,1.32662
0,A_w100_T10000_std_lr0.01_s18,0.31,0.0141414,0.28,7.43507,5.39062,0.180797,0.497889,0,6.80058,40.6077,0.16747,19.4778,0.0960636,10.4098,8.60691,0.31,2.89715
0,A_w100_T10000_std_lr0.01_s19,0.23,0.0127273,0.23,8.90075,5.07532,0.17628,0.501253,0,22.5486,39.3982,0.572325,19.5521,0.0936353,10.6797,10.0165,0.23,2.73106
