step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,stable_rank_W_alive,neg_gate_frac,eval_loss
0,A_w100_T10000_centered_lr0.01_s0,0.31,0.0135354,0.3,7.77249,5.12778,0.180499,0.503283,0,9.80916,15.817,0.620166,19.4182,0.101892,9.8143,8.99279,0.31,1.33626
0,A_w100_T10000_centered_lr0.01_s1,0.17,0.0157576,0.15,8.38269,4.95776,0.181989,0.499111,0.00020202,13.7908,30.4981,0.452186,19.4858,0.101473,9.85485,9.48561,0.17,2.33734
0,A_w100_T10000_centered_lr0.01_s2,0.21,0.00505051,0.2,9.65812,5.11009,0.177025,0.50095,0,0.948407,15.9731,0.0593753,19.4826,0.090065,11.1031,10.2253,0.21,1.00651
0,A_w100_T10000_centered_lr0.01_s3,0.21,0.0278788,0.2,7.05852,4.96151,0.18021,0.498879,0,3.1355,17.551,0.178651,19.4476,0.0925671,10.803,9.93625,0.21,1.02149
0,A_w100_T10000_centered_lr0.01_s4,0.32,0.0224242,0.26,6.87286,5.08758,0.180232,0.499202,0,8.86384,49.7943,0.178009,19.4672,0.0928604,10.7689,9.63917,0.32,2.08963
0,A_w100_T10000_centered_lr0.01_s5,0.19,0.00444444,0.17,10.2245,5.23618,0.181438,0.500061,0,0.57613,13.8467,0.0416078,19.4686,0.106151,9.42052,8.73155,0.19,1.12625
0,A_w100_T10000_centered_lr0.01_s6,0.23,0.019596,0.22,7.51065,4.78061,0.183867,0.498556,0,3.13456,50.8066,0.0616959,19.35,0.0992326,10.0773,9.97921,0.23,2.15021
0,A_w100_T10000_centered_lr0.01_s7,0.32,0.0161616,0.3,7.57514,4.72328,0.17787,0.500515,0,1.76711,53.1078,0.033274,19.5169,0.088441,11.307,9.99018,0.32,2.64738
0,A_w100_T10000_centered_lr0.01_s8,0.21,0.0256566,0.21,6.71809,4.94792,0.184968,0.502475,0,36.6145,50.2286,0.728957,19.4017,0.114352,8.74491,7.37236,0.21,2.91936
0,A_w100_T10000_centered_lr0.01_s9,0.24,0.00666667,0.2,9.88243,5.3806,0.177145,0.498909,0,39.1394,48.6315,0.804815,19.5766,0.0931066,10.7404,9.77072,0.24,4.29016
1000,A_w100_T10000_centered_lr0.01_s0,0,0.00282828,0,17.2794,7.83311,0.180577,0.503616,0,0.0235826,1.26397,0.0186576,19.417,0.102197,9.78505,9.78505,0,0.145081
1000,A_w100_T10000_centered_lr0.01_s1,0,0.00262626,0,17.58,7.28048,0.181782,0.498848,0.00020202,0.0929495,5.81996,0.0159708,19.4946,0.101896,9.81395,9.81395,0,0.400622
1000,A_w100_T10000_centered_lr0.01_s2,0,0.00141414,0,17.2339,7.3758,0.177175,0.500242,0,0.00930468,0.677589,0.0137321,19.489,0.0889639,11.2405,11.2405,0,0.0772495
1000,A_w100_T10000_centered_lr0.01_s3,0,0.00161616,0,17.9983,7.71182,0.180146,0.498566,0,0.0165133,1.42162,0.0116158,19.4421,0.0931501,10.7354,10.7354,0,0.176828
1000,A_w100_T10000_centered_lr0.01_s4,0,0.00363636,0,17.5963,7.82247,0.179617,0.498333,0,0.100164,3.81985,0.0262219,19.4827,0.0946798,10.5619,10.5619,0,0.253913
1000,A_w100_T10000_centered_lr0.01_s5,0,0.0030303,0,17.8337,7.24104,0.181159,0.500091,0,0.0265716,2.61416,0.0101645,19.4815,0.105836,9.44855,9.44855,0,0.335672
1000,A_w100_T10000_centered_lr0.01_s6,0,0.00484848,0,17.6468,7.4548,0.183341,0.498626,0,0.1486,5.78318,0.0256952,19.3486,0.0995291,10.0473,10.0473,0,0.342522
1000,A_w100_T10000_centered_lr0.01_s7,0,0.00262626,0,17.9248,7.24651,0.177843,0.501394,0,0.149669,7.13395,0.0209798,19.5226,0.0910473,10.9833,10.9833,0,0.45667
1000,A_w100_T10000_centered_lr0.01_s8,0,0.00141414,0,18.4745,7.77259,0.184781,0.502434,0,0.047651,5.51253,0.00864412,19.3946,0.114483,8.73489,8.73489,0,0.408237
1000,A_w100_T10000_centered_lr0.01_s9,0,0.00343434,0,18.5666,7.72249,0.176828,0.49898,0,0.23699,6.60675,0.0358709,19.5996,0.0906867,11.027,11.027,0,0.571267
2000,A_w100_T10000_centered_lr0.01_s0,0,0.0040404,0,17.4343,7.7997,0.180626,0.503091,0,0.0151406,0.730684,0.0207211,19.4198,0.102872,9.72078,9.72078,0,0.0470365
2000,A_w100_T10000_centered_lr0.01_s1,0,0.00262626,0,17.9872,7.21461,0.181163,0.499202,0.00020202,0.0678661,4.1474,0.0163635,19.504,0.101127,9.88856,9.88856,0,0.228121
2000,A_w100_T10000_centered_lr0.01_s2,0,0.00181818,0,17.5439,7.32315,0.177123,0.500293,0,0.00723102,0.445444,0.0162333,19.4902,0.0895279,11.1697,11.1697,0,0.0409599
